mean/disc/n_generated,mean/disc/disc_proportion_expert_true,mean/disc/global_step,mean/disc/disc_acc,mean/disc/disc_proportion_expert_pred,mean/disc/disc_loss,mean/disc/disc_acc_expert,mean/disc/n_expert,mean/disc/disc_acc_gen,mean/disc/disc_entropy
32.0,0.5,3.0,0.5703125,0.9296875,0.681476354598999,1.0,32.0,0.140625,0.6917846500873566
