time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/explained_variance,rollout/ep_rew_wrapped_mean,train/value_loss,train/n_updates,train/clip_range,train/clip_fraction,train/entropy_loss,train/std,train/loss
589824,531,1109,1.0,1,-1.0,-0.009047150803356392,0.0003,0.01244475,0.9741026572883129,0.5146759578585625,0.021121454848131785,230,0.2,0.13324788411458333,-4.36082457602024,0.7256622314453125,-0.00922324974089861
614400,537,1142,2.2,1,-2.2,-0.008985283205765882,0.0003,0.012004927,0.9754605442285538,0.5003123685717583,0.01936164271149513,240,0.2,0.13701985677083334,-4.338304700826606,0.721748411655426,0.024044396355748177
638976,592,1079,1.0,1,-1.0,-0.007278131843668234,0.0003,0.011617784,0.929060235619545,1.2757467678189278,0.034114412754494575,250,0.2,0.13213297526041667,-4.325506721561154,0.721460223197937,-4.255026578903198e-05
663552,627,1057,1.0,1,-1.0,-0.000766541008730807,0.0003,0.008280673,0.5004642009735107,0.46677168071269987,0.014404434074848874,260,0.2,0.09686279296875,-4.349694263065855,0.726844847202301,-0.00041658361442387104
688128,644,1068,1.0,1,-1.0,-0.0039821500338196834,0.0003,0.018131124,-173.9797821044922,0.44759259670972823,3.921416385139764e-05,270,0.2,0.22955322265625,-4.379041656975945,0.7304442524909973,-0.005818611942231655
712704,643,1108,1.0,1,-1.0,-0.03910360984130724,0.0003,0.042026255,-7.186296463012695,0.4307934048771858,3.5361670019481055e-05,280,0.2,0.40877685546875,-4.394943805535634,0.7342427968978882,-0.03449838235974312
737280,632,1165,1.0,1,-1.0,-0.06974568613998902,0.0003,1.3041198,-2.818882703781128,0.41792396306991575,1.769597576413891e-05,290,0.2,0.55848388671875,-4.366087550173203,0.7279767990112305,-0.04373735561966896
761856,621,1225,1.0,1,-1.0,-0.0393365447926044,0.0003,0.027963176,-3.155092239379883,0.42351589232683184,1.2640638356664625e-05,300,0.2,0.34512125651041664,-4.316364614044627,0.721814751625061,0.002857394050806761
786432,623,1260,1.0,1,-1.0,-0.05428065579253598,0.0003,0.039469887,-1.3473968505859375,0.4007885244488716,2.251505078435893e-05,310,0.2,0.42834879557291666,-4.265738857661685,0.7134485840797424,-0.07441948354244232
811008,621,1304,1.0,1,-1.0,-0.06893251159757104,0.0003,0.048305858,-0.6158113479614258,0.38851065874099733,1.3624904796039062e-05,320,0.2,0.45638834635416664,-4.199905086681246,0.7019398808479309,-0.06000545620918274
835584,663,1259,1.0,1,-1.0,-0.06669703732234969,0.0003,0.041853424,-0.794640064239502,0.37781387120485305,1.2205803159481832e-05,330,0.2,0.4390177408854167,-4.1194471921771765,0.689823567867279,-0.07297961413860321
860160,672,1278,1.0,1,-1.0,-0.07332960492373483,0.0003,1.3815627,-0.8752896785736084,0.35917268246412276,2.0852630729469487e-05,340,0.2,0.57720947265625,-3.969523752356569,0.6596959829330444,-0.08968311548233032
884736,665,1329,1.0,1,-1.0,-0.06500588025228353,0.0003,0.08414435,-0.4452275037765503,0.35970369547605513,8.295230116347104e-06,350,0.2,0.46159261067708335,-3.761639945891996,0.6297318935394287,-0.0687088817358017
