bc/epoch_num,bc/ent_loss,bc/prob_true_act,bc/batch_num,bc/l2_loss,bc/loss,bc/l2_norm,bc/samples_so_far,bc/entropy,bc/neglogp
0,0.024790776893496513,272431420934.715,1,0.0,-26.218251845163977,4657.88671875,32,-24.790775299072266,-26.243042622057473
2,0.024853473529219627,237862612512.00592,501,0.0,-26.140814197236313,4658.478515625,15998,-24.853471755981445,-26.165667670765533
4,0.02477031573653221,0.0,1001,0.0,751.9971267756434,4658.19384765625,31964,-24.770315170288086,751.9723564599069
6,0.024538615718483925,214093130837.86115,1501,0.0,-26.032704397648796,4660.42333984375,47930,-24.53861427307129,-26.05724301336728
8,0.024578208103775978,226615220865.53876,2001,0.0,-26.054806530524843,4666.70849609375,63896,-24.57820701599121,-26.07938473862862
10,0.024581333622336388,237585063701.8965,2501,0.0,-26.14678924754621,4669.8642578125,79862,-24.58133316040039,-26.171370581168546
12,0.02458685077726841,221351312322.62857,3001,0.0,-26.069708602506957,4671.71044921875,95828,-24.586849212646484,-26.094295453284225
14,0.024587873369455338,200523162050.66486,3501,0.0,-25.92046889975021,4675.0126953125,111794,-24.587871551513672,-25.945056773119667
17,0.02459743060171604,220010244347.74213,4001,0.0,-26.058504967731366,4678.04833984375,127743,-24.597429275512695,-26.083102398333082
19,0.024603798985481262,219528315466.91733,4501,0.0,-26.057415401430553,4679.525390625,143709,-24.603797912597656,-26.082019200416035
21,0.024603135883808136,133632798305.84998,5001,0.0,-25.499928491186978,4682.02099609375,159675,-24.603134155273438,-25.524531627070786
23,0.02460656501352787,164357066375.7174,5501,0.0,-25.384309721717976,4687.18798828125,175641,-24.606563568115234,-25.408916286731504
25,0.02460564114153385,38703618079.855316,6001,0.0,-24.11014527869093,4688.8134765625,191607,-24.605640411376953,-24.134750919832463
27,0.024602685123682022,225300940222.5439,6501,0.0,-26.05034411567557,4690.06591796875,207573,-24.602684020996094,-26.074946800799253
29,0.02462264522910118,107455370899.28458,7001,0.0,-25.34916232592967,4694.5234375,223539,-24.622644424438477,-25.37378497115877
31,0.024624422192573547,230594934943.39548,7501,0.0,-26.099437585242928,4693.455078125,239505,-24.624420166015625,-26.1240620074355
34,0.024612940847873688,218804612432.97217,8001,0.0,-26.053304397836193,4694.63818359375,255454,-24.612939834594727,-26.077917338684067
36,0.024682005867362022,191962725143.36353,8501,0.0,-25.908204382378727,4695.21630859375,271420,-24.682004928588867,-25.93288638824609
38,0.024721398949623108,218123850746.8369,9001,0.0,-26.029389009955224,4696.16015625,287386,-24.721397399902344,-26.054110408904847
40,0.024752307683229446,285165401955.4065,9501,0.0,-26.325305417655827,4696.5634765625,303352,-24.75230598449707,-26.350057725339056
42,0.024820374324917793,252422177178.9021,10001,0.0,-26.139437825519895,4697.22021484375,319318,-24.82037353515625,-26.164258199844813
44,0.024865899235010147,223374547550.0357,10501,0.0,-26.01313574711382,4697.486328125,335284,-24.86589813232422,-26.03800164634883
46,0.024926863610744476,34059219820.88774,11001,0.0,-24.186118187233454,4697.7119140625,351250,-24.926862716674805,-24.2110450508442
48,0.024593206122517586,221918031276.04486,11501,0.0,-26.04456429088995,4691.9609375,367216,-24.593204498291016,-26.06915749701247
51,0.024600353091955185,219429992201.60986,12001,0.0,-26.03361809089124,4690.27001953125,383165,-24.600351333618164,-26.058218443983193
53,0.024606870487332344,201129019458.5736,12501,0.0,-25.9625249998993,4689.26416015625,399131,-24.606868743896484,-25.987131870386634
55,0.02460522949695587,232513423320.69415,13001,0.0,-26.09692807530314,4687.59228515625,415097,-24.605228424072266,-26.121533304800096
57,0.02460658736526966,221565666538.3802,13501,0.0,-26.035527673850105,4687.3271484375,431063,-24.606586456298828,-26.060134261215374
59,0.024617737159132957,230352352586.73465,14001,0.0,-26.096561413552525,4686.61767578125,447029,-24.61773681640625,-26.121179150711658
61,0.024624070152640343,226391084162.46057,14501,0.0,-26.076140969583154,4685.7421875,462995,-24.624069213867188,-26.100765039735794
63,0.024632498621940613,219313574508.3785,15001,0.0,-25.989186165474017,4685.4287109375,478961,-24.632497787475586,-26.013818664095957
65,0.02463190257549286,248129496773.961,15501,0.0,-26.175443937325607,4684.95068359375,494927,-24.631900787353516,-26.2000758399011
68,0.02464514970779419,234773623307.2208,16001,0.0,-26.113609983977028,4684.76220703125,510876,-24.64514923095703,-26.138255133684822
70,0.024650733917951584,186523125510.94427,16501,0.0,-25.876857990560133,4685.201171875,526842,-24.650732040405273,-25.901508724478084
72,0.024663282558321953,242264069559.5517,17001,0.0,-26.135353305193483,4684.98388671875,542808,-24.663280487060547,-26.160016587751805
74,0.024679699912667274,257311271309.93903,17501,0.0,-26.192795189458554,4686.666015625,558774,-24.679698944091797,-26.21747488937122
76,0.02470920793712139,223491776728.69394,18001,0.0,-26.06999340178828,4686.287109375,574740,-24.70920753479004,-26.094702609725402
78,0.02471950091421604,200726101359.3341,18501,0.0,-25.89321345494727,4685.8642578125,590706,-24.719499588012695,-25.917932955861485
80,0.02474864386022091,194185878483.67047,19001,0.0,-25.91496914000546,4686.10693359375,606672,-24.748641967773438,-25.93971778386568
82,0.024793654680252075,162300107200.9078,19501,0.0,-25.72415102968544,4685.98828125,622638,-24.79365348815918,-25.748944684365693
85,0.0248322281986475,224832272760.49637,20001,0.0,-26.027436442681587,4685.89794921875,638587,-24.83222770690918,-26.052268670880235
87,0.02488645911216736,265388437266.78943,20501,0.0,-26.207561989999945,4686.38916015625,654553,-24.886457443237305,-26.232448449112113
89,0.024944106116890907,51041080985.80686,21001,0.0,-24.61604739463409,4687.10009765625,670519,-24.94410514831543,-24.64099150075098
91,0.025002457201480865,151027138.4436478,21501,0.0,-11.894508866023337,4687.505859375,686485,-25.002456665039062,-11.919511323224818
93,0.024609319865703583,255746897260.58875,22001,0.0,-26.206491049958345,4683.14208984375,702451,-24.609317779541016,-26.23110036982405
95,0.02465107850730419,248668138710.86145,22501,0.0,-26.189780071226092,4683.2470703125,718417,-24.651077270507812,-26.214431149733397
97,0.024681512266397476,216052278296.85422,23001,0.0,-25.981201354548297,4683.9580078125,734383,-24.68151092529297,-26.005882866814694
