mean/disc/disc_acc,mean/disc/n_generated,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc_gen,mean/disc/disc_loss,mean/disc/disc_entropy,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_true,mean/disc/global_step,mean/disc/n_expert
0.9921875,32.0,0.4921875,1.0,0.7171267645717307,0.0,0.984375,0.5,171372.0,32.0
1.0,32.0,0.5,1.0,2.5195626221830025e-05,0.0,1.0,0.5,171373.0,32.0
1.0,32.0,0.5,1.0,-0.00035178505640942603,0.0,1.0,0.5,171374.0,32.0
1.0,32.0,0.5,1.0,-5.629985753330402e-05,0.0,1.0,0.5,171375.0,32.0
1.0,32.0,0.5,1.0,-3.973321145167574e-05,0.0,1.0,0.5,171376.0,32.0
1.0,32.0,0.5,1.0,-8.396610792260617e-05,0.0,1.0,0.5,171377.0,32.0
1.0,32.0,0.5,1.0,0.000158198878125404,0.0,1.0,0.5,171378.0,32.0
0.9921875,32.0,0.5078125,0.984375,17.508256730223366,0.0,1.0,0.5,171379.0,32.0
0.9921875,32.0,0.5078125,0.984375,1.0737600872980693,0.0,1.0,0.5,171380.0,32.0
1.0,32.0,0.5,1.0,0.00010198560630669817,0.0,1.0,0.5,171381.0,32.0
1.0,32.0,0.5,1.0,2.059601501969155e-05,0.0,1.0,0.5,171382.0,32.0
0.984375,32.0,0.515625,0.96875,5.933665156364441,0.0,1.0,0.5,171383.0,32.0
1.0,32.0,0.5,1.0,0.00013208568634581752,0.0,1.0,0.5,171384.0,32.0
1.0,32.0,0.5,1.0,-6.94395785103552e-05,0.0,1.0,0.5,171385.0,32.0
1.0,32.0,0.5,1.0,3.192311032762518e-05,5.724587470723463e-17,1.0,0.5,171386.0,32.0
1.0,32.0,0.5,1.0,-0.0001757519057719037,0.0,1.0,0.5,171387.0,32.0
1.0,32.0,0.5,1.0,-1.657578286540229e-05,0.0,1.0,0.5,171388.0,32.0
1.0,32.0,0.5,1.0,-0.00011010118760168552,0.0,1.0,0.5,171389.0,32.0
1.0,32.0,0.5,1.0,5.091979983262718e-05,0.0,1.0,0.5,171390.0,32.0
1.0,32.0,0.5,1.0,8.097230602288619e-05,0.0,1.0,0.5,171391.0,32.0
1.0,32.0,0.5,1.0,0.000293163800961338,0.0,1.0,0.5,171392.0,32.0
1.0,32.0,0.5,1.0,0.00012051453813910484,0.0,1.0,0.5,171393.0,32.0
