bc/epoch_num,bc/ent_loss,bc/prob_true_act,bc/batch_num,bc/l2_loss,bc/loss,bc/l2_norm,bc/samples_so_far,bc/entropy,bc/neglogp
0,0.024738702923059464,223679068664.27545,1,0.0,-25.09146054504334,2701.21240234375,32,-24.73870086669922,-25.1161992479664
2,0.024746080860495567,253608265171.94046,501,0.0,-11.849388628226926,2700.235595703125,15998,-24.74608039855957,-11.874134709087421
4,0.024745110422372818,253697395562.4005,1001,0.0,-26.18245216472704,2699.767333984375,31964,-24.74510955810547,-26.20719727514941
6,0.02474932186305523,256517214655.1778,1501,0.0,-26.190538347168197,2699.2958984375,47930,-24.74932098388672,-26.21528766903125
8,0.02475164830684662,261637752061.09076,2001,0.0,-26.210876130719605,2698.97705078125,63896,-24.75164794921875,-26.23562777902645
10,0.024757200852036476,277835628002.9164,2501,0.0,-26.255826641602034,2699.161376953125,79862,-24.757200241088867,-26.28058384245407
12,0.024765314534306526,266336153098.2783,3001,0.0,-26.230113368299875,2699.0849609375,95828,-24.76531410217285,-26.254878682834182
14,0.02476566471159458,241069596881.89584,3501,0.0,-26.10955567161323,2699.49169921875,111794,-24.765663146972656,-26.134321336324824
17,0.024774864315986633,249832182001.5976,4001,0.0,-26.12273338377875,2699.671142578125,127743,-24.77486228942871,-26.147508248094738
19,0.024783549830317497,241570204644.26373,4501,0.0,-19.89123654588928,2699.841064453125,143709,-24.78354835510254,-19.9160200957196
21,0.024774936959147453,261184736976.69495,5001,0.0,-26.1919802823682,2700.11279296875,159675,-24.77493667602539,-26.216755219327347
23,0.02479563094675541,282051971335.7921,5501,0.0,-26.266552548154664,2700.5068359375,175641,-24.795629501342773,-26.29134817910142
25,0.02480568364262581,272279531833.69785,6001,0.0,-26.261046651487923,2700.615234375,191607,-24.805683135986328,-26.28585233513055
27,0.024828439578413963,257666407311.06403,6501,0.0,-26.169534768535165,2701.26416015625,207573,-24.82843780517578,-26.19436320811358
29,0.024842984974384308,236259304491.10962,7001,0.0,-26.102575502166268,2701.62890625,223539,-24.84298324584961,-26.127418487140652
31,0.024855462834239006,16147341763.055328,7501,0.0,-23.44606246053594,2701.888916015625,239505,-24.85546112060547,-23.47091792337018
34,0.024890705943107605,288715184962.73694,8001,0.0,-26.323156754172892,2702.23486328125,255454,-24.890705108642578,-26.348047460116
36,0.024917054921388626,201235961894.217,8501,0.0,-25.808823838053733,2702.451904296875,271420,-24.91705322265625,-25.833740892975122
38,0.024959217756986618,330591664070.3375,9001,0.0,-26.444590958867707,2702.90283203125,287386,-24.959217071533203,-26.469550176624693
40,0.02500784583389759,103210701427.04068,9501,0.0,-25.298679755997775,2703.5634765625,303352,-25.007844924926758,-25.323687601831672
42,0.02506663277745247,335425448324.6311,10001,0.0,-26.445806071886146,2704.257568359375,319318,-25.066631317138672,-26.4708727046636
44,0.024618932977318764,249508223100.79913,10501,0.0,-26.139944663336102,2700.476318359375,335284,-24.618932723999023,-26.16456359631342
46,0.024651989340782166,239337635690.9076,11001,0.0,-26.150348950891274,2699.917236328125,351250,-24.651988983154297,-26.175000940232056
48,0.024692628532648087,250345965257.07898,11501,0.0,-26.184552296727333,2699.852294921875,367216,-24.692626953125,-26.20924492525998
51,0.024727022275328636,247866980539.7604,12001,0.0,-26.177761662000385,2700.06298828125,383165,-24.727020263671875,-26.202488684275714
53,0.024747228249907494,242122940480.35358,12501,0.0,-26.154320151580677,2700.319580078125,399131,-24.74722671508789,-26.179067379830585
55,0.02475826069712639,247819677641.41907,13001,0.0,-26.13938248558612,2700.48291015625,415097,-24.758258819580078,-26.164140746283245
57,0.024760641157627106,153821033854.0313,13501,0.0,-25.708933470461623,2700.87744140625,431063,-24.760639190673828,-25.73369411161925
59,0.024763032793998718,223423503994.77197,14001,0.0,-26.08036891096397,2701.1533203125,447029,-24.763031005859375,-26.105131943757968
61,0.02477109059691429,171433062191.8807,14501,0.0,-25.779876674897388,2701.796875,462995,-24.771089553833008,-25.804647765494302
63,0.02476641722023487,212816356908.05157,15001,0.0,-26.00995587216412,2701.57275390625,478961,-24.766416549682617,-26.034722289384355
