rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/entropy_loss,rollout/ep_rew_wrapped_mean,train/learning_rate,train/value_loss,train/std,train/clip_fraction,train/n_updates,train/approx_kl
17.64,-17.64,638976,65,9747,1,-0.05382849648594856,-0.019506101366156752,0.9880880303680897,0.2,-3.314507452957332,-9.412582689374686,0.0003,0.0159048023554836,0.5540490746498108,0.29119873046875,250,0.024008736
17.49,-17.49,663552,65,10206,1,-0.013635980896651745,-0.01692004372695616,0.9888061853125691,0.2,-3.1847833449641865,-9.823180903047323,0.0003,0.014056128978578879,0.537166953086853,0.2894978841145833,260,0.025043115
17.41,-17.41,688128,66,10374,1,-0.028705954551696777,-0.01667800270988664,0.9892098428681493,0.2,-3.074446622406443,-10.157013966441154,0.0003,0.013120849046390503,0.5222764611244202,0.29620768229166666,270,0.024392908
17.38,-17.38,712704,63,11208,1,-0.024045802652835846,-0.018960907298363357,0.9905120525509119,0.2,-2.9504470212385057,-10.493551730364562,0.0003,0.012840802333933728,0.5073889493942261,0.30679524739583336,280,0.026198888
17.3,-17.3,737280,64,11345,1,0.000649875495582819,-0.014913316692521524,0.9904846856370568,0.2,-2.8464264340077836,-10.84555805504322,0.0003,0.012429326283987999,0.4938514828681946,0.29482421875,290,0.025942035
17.34,-17.34,761856,65,11605,1,-0.013142887502908707,-0.015117109867666538,0.9908183366060257,0.2,-2.724163282724718,-11.157110893279315,0.0003,0.011529449947192915,0.48057711124420166,0.2985636393229167,300,0.02541087
17.27,-17.27,786432,64,12111,1,-0.030870886519551277,-0.013766478443115678,0.9922174583189189,0.2,-2.621730930171907,-11.711386197805405,0.0003,0.010130058311551693,0.46831053495407104,0.29530436197916665,310,0.024620054
17.22,-17.22,811008,65,12373,1,0.020710265263915062,-0.013052737692729958,0.9924394190311432,0.2,-2.504923624979953,-12.007739381790161,0.0003,0.0095984386228641,0.4546276032924652,0.3019287109375,320,0.025109723
17.25,-17.25,835584,65,12741,1,-0.04800098016858101,-0.012958236000243536,0.9927182486280799,0.2,-2.3858750705917675,-12.489487032294273,0.0003,0.009858418384222507,0.4419611692428589,0.30589192708333335,330,0.025725713
17.12,-17.12,860160,66,12949,1,-0.005402709357440472,-0.011983384550088278,0.993239026516676,0.2,-2.2690851747989655,-12.944841472804546,0.0003,0.008853656255693447,0.42946529388427734,0.30113118489583335,340,0.026112914
16.98,-16.98,884736,65,13460,1,-0.012530428357422352,-0.010488870469635004,0.9935073088854551,0.2,-2.1490341391414405,-13.458095256984233,0.0003,0.008333860548979525,0.41826924681663513,0.2964884440104167,350,0.025510682
17.15,-17.15,909312,66,13710,1,-0.01857658103108406,-0.008954354847082869,0.9931428194977343,0.2,-2.0655886542672914,-13.88038277298212,0.0003,0.008427454085115945,0.4091288447380066,0.2960896809895833,360,0.025292823
17.0,-17.0,933888,66,14025,1,0.004644064232707024,-0.009508760046204164,0.9933515279553831,0.2,-1.9671224551275373,-14.519460244178772,0.0003,0.008800604219019684,0.3996043801307678,0.29831136067708336,370,0.024558002
16.89,-16.89,958464,66,14372,1,0.018594134598970413,-0.009506772084326561,0.9935175990685821,0.2,-1.8644287151284515,-14.977820234000683,0.0003,0.008433028687007512,0.3897870182991028,0.3045735677083333,380,0.025927259
16.82,-16.82,983040,67,14667,1,0.016657888889312744,-0.006031856647314271,0.9936971422284842,0.2,-1.7816490300931036,-15.398726243078709,0.0003,0.008430771360144718,0.38199013471603394,0.28675944010416665,390,0.024711996
16.84,-16.84,1007616,68,14742,1,-0.00714210607111454,-0.008529564186392235,0.9936824575997889,0.2,-1.6961874164330462,-15.969467659890652,0.0003,0.008785823277867167,0.37390589714050293,0.3034912109375,400,0.026866646
16.86,-16.86,1032192,67,15311,1,-0.00960491131991148,-0.008945781564034406,0.9931371887214482,0.2,-1.620356387241433,-16.54324239462614,0.0003,0.009283834047043154,0.3678514063358307,0.311669921875,410,0.027604377
16.73,-16.73,1056768,70,15093,1,0.013481047004461288,-0.009978569037290679,0.9933206094428897,0.2,-1.557441513830175,-17.233053991794588,0.0003,0.009895303585653891,0.36170390248298645,0.3118693033854167,420,0.028595105
16.83,-16.83,1081344,67,15942,1,-0.019606882706284523,-0.010504038024373585,0.9921887218952179,0.2,-1.492505762881289,-17.683829037845136,0.0003,0.011268241969446535,0.35571837425231934,0.3138834635416667,430,0.029068349
16.6,-16.6,1105920,68,16163,1,-0.017876673489809036,-0.009748993531078061,0.9918882632628083,0.2,-1.4244791167788207,-18.318514993190764,0.0003,0.011373530586812801,0.3506585955619812,0.3086181640625,440,0.028262148
16.48,-16.48,1130496,67,16827,1,0.004702321253716946,-0.009334166517146514,0.9920206032693386,0.2,-1.3712639869190753,-18.749380583167078,0.0003,0.011595338531697053,0.34592562913894653,0.3127685546875,450,0.028511835
16.38,-16.38,1155072,67,17064,1,0.03279449790716171,-0.010973375634785043,0.9920826554298401,0.2,-1.3150187444562713,-19.093690565228464,0.0003,0.011852665098922443,0.34099751710891724,0.32736002604166664,460,0.029952198
16.44,-16.44,1179648,69,17018,1,-0.007886093109846115,-0.009927122446727783,0.9909826470538974,0.2,-1.2414955844481785,-19.60502069801092,0.0003,0.013385808297486316,0.33478397130966187,0.32456868489583335,470,0.028533854
16.25,-16.25,1204224,71,16766,1,0.04372851178050041,-0.009627597687964833,0.9900535680353642,0.2,-1.188644666969776,-20.309396042823792,0.0003,0.013888871891322197,0.33085572719573975,0.3269449869791667,480,0.02971539
16.27,-16.27,1228800,70,17372,1,-0.02061278745532036,-0.011298619877440312,0.9906277051195502,0.2,-1.1341392673241595,-20.61190871924162,0.0003,0.013496922362780122,0.32652151584625244,0.33816731770833336,490,0.033462193
16.25,-16.25,1253376,68,18380,1,0.004528360441327095,-0.011114637046072554,0.9896933510899544,0.2,-1.0674532534244159,-21.050933297276497,0.0003,0.014575837305771226,0.3209245502948761,0.34063313802083334,500,0.032002043
16.08,-16.08,1277952,69,18481,1,-0.03909434750676155,-0.01062564277308411,0.9895430002361536,0.2,-1.0016217744598785,-21.51907674431801,0.0003,0.01453848332821508,0.31598562002182007,0.34285888671875,510,0.033254202
16.11,-16.11,1302528,69,18709,1,0.012736162170767784,-0.010909161922487936,0.9900019727647305,0.2,-0.9363497505430132,-21.65752216607332,0.0003,0.013133159565283374,0.3110613524913788,0.355126953125,520,0.034753736
16.03,-16.03,1327104,66,20052,1,-0.025448383763432503,-0.009485377089610362,0.9906467758119106,0.2,-0.8710591129958629,-22.27027234584093,0.0003,0.012604528045024684,0.3055550456047058,0.3502197265625,530,0.03448959
15.93,-15.93,1351680,69,19517,1,-0.00530278030782938,-0.008126928499647572,0.9911233885213733,0.2,-0.8070963656995446,-22.621352643370628,0.0003,0.011382797777817663,0.3004366159439087,0.35649007161458335,540,0.037290942
16.05,-16.05,1376256,68,20055,1,-0.004282034933567047,-0.008543864337965109,0.9920140067115426,0.2,-0.7352557643627127,-23.083398369550704,0.0003,0.010704593161547867,0.29557374119758606,0.3519694010416667,550,0.032337625
15.84,-15.84,1400832,69,20079,1,0.00464875902980566,-0.00676960670449868,0.9923085845075548,0.2,-0.677382019503663,-23.842583953142167,0.0003,0.010350603420253417,0.29121339321136475,0.35784505208333334,560,0.040842224
15.88,-15.88,1425408,69,20516,1,-0.021921195089817047,-0.00804350980130645,0.9928130707703531,0.2,-0.6096532008455445,-24.114009522795676,0.0003,0.009619712614949094,0.2863970398902893,0.36154378255208336,570,0.03593153
