raw/disc/disc_proportion_expert_pred,raw/disc/global_step,raw/disc/disc_acc,raw/disc/n_generated,raw/disc/n_expert,raw/disc/disc_loss,raw/disc/disc_entropy,raw/disc/disc_acc_expert,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_true
0.5,126382,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126382,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126383,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126383,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126384,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126384,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126385,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126385,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126386,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126386,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126387,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126387,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126388,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126388,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126389,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126389,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126390,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126390,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126391,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126391,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126392,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126392,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126393,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126393,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126394,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126394,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126395,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126395,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,126396,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
