bc/epoch_num,bc/ent_loss,bc/prob_true_act,bc/batch_num,bc/l2_loss,bc/loss,bc/l2_norm,bc/samples_so_far,bc/entropy,bc/neglogp
0,0.02455548197031021,176705764239.42816,1,0.0,-25.795080139921136,2420.381591796875,32,-24.55548095703125,-25.819635621891447
2,0.024561116471886635,231030796227.84146,501,0.0,-26.09860720039055,2420.876953125,15998,-24.561115264892578,-26.123168316862436
4,0.024557476863265038,236408036578.94873,1001,0.0,-26.14127209246584,2419.58251953125,31964,-24.557476043701172,-26.165829569329105
6,0.02456142008304596,152892998822.31342,1501,0.0,-25.67693298208048,2420.260498046875,47930,-24.561418533325195,-25.701494402163526
8,0.02455771528184414,124439021453.00352,2001,0.0,-25.45549197256673,2419.709228515625,63896,-24.557714462280273,-25.480049687848574
10,0.02455538511276245,61185373775.59067,2501,0.0,-24.757465338255205,2420.12353515625,79862,-24.555383682250977,-24.782020723367967
12,0.0245526060461998,162551447574.70624,3001,0.0,-15.654779501897544,2421.07763671875,95828,-24.55260467529297,-15.679332107943743
14,0.02455470710992813,35182488983.99588,3501,0.0,-24.18973363670811,2421.130859375,111794,-24.554706573486328,-24.214288343818037
17,0.024562565609812737,161783138640.65704,4001,0.0,-25.678756634433398,2421.27392578125,127743,-24.562564849853516,-25.70331920004321
19,0.024579117074608803,130274573893.85744,4501,0.0,-25.505645641190576,2422.28369140625,143709,-24.579116821289062,-25.530224758265184
21,0.024596618488430977,66481208996.042915,5001,0.0,-24.729345439661714,2422.622802734375,159675,-24.596616744995117,-24.753942058150145
23,0.024623451754450798,189109957499.81302,5501,0.0,-25.902393151118623,2423.765625,175641,-24.623451232910156,-25.927016602873074
25,0.024644432589411736,215790578938.79184,6001,0.0,-26.059881547486928,2424.339111328125,191607,-24.644432067871094,-26.08452598007634
27,0.024693280458450317,72912680103.06458,6501,0.0,-24.92934217357167,2424.981689453125,207573,-24.693279266357422,-24.95403545403012
29,0.024737223982810974,120657963429.52438,7001,0.0,-25.454425473743363,2426.00048828125,223539,-24.73722267150879,-25.479162697726174
31,0.024783341214060783,254496105866.05072,7501,0.0,-26.187229881453,2426.5546875,239505,-24.783340454101562,-26.21201322266706
34,0.024865053594112396,45959160269.87836,8001,0.0,-24.08214503877921,2426.720458984375,255454,-24.865053176879883,-24.107010092373322
36,0.024951035156846046,114913212540.1807,8501,0.0,-25.395504385179628,2427.53173828125,271420,-24.951034545898438,-25.420455420336474
38,0.024636583402752876,236151213128.7724,9001,0.0,-26.109824479689404,2432.52294921875,287386,-24.636581420898438,-26.134461063092157
40,0.02465664967894554,227094504247.0136,9501,0.0,-25.520988974224515,2432.68505859375,303352,-24.656648635864258,-25.54564562390346
42,0.024657679721713066,246693711601.30078,10001,0.0,-26.165336201082027,2432.912353515625,319318,-24.657678604125977,-26.18999388080374
44,0.024660682305693626,233473976664.28946,10501,0.0,-26.10505054256129,2432.77978515625,335284,-24.660680770874023,-26.129711224866984
46,0.02465689554810524,243438225961.51666,11001,0.0,-26.176572070307408,2432.20703125,351250,-24.65689468383789,-26.201228965855513
48,0.02466975525021553,223621979622.14484,11501,0.0,-26.05954451466274,2431.3251953125,367216,-24.669754028320312,-26.084214269912955
51,0.024665769189596176,99373348905.38504,12001,0.0,-25.202911188800933,2430.689208984375,383165,-24.665767669677734,-25.22757695799053
53,0.024662086740136147,221006640664.9834,12501,0.0,-26.054500073034625,2429.9931640625,399131,-24.662086486816406,-26.07916215977476
55,0.024643458425998688,360254072.0428784,13001,0.0,-19.64548283191139,2429.340087890625,415097,-24.643457412719727,-19.67012629033739
57,0.024623751640319824,5541834118.414306,13501,0.0,-19.692145301621217,2429.09619140625,431063,-24.623750686645508,-19.716769053261537
59,0.02463526278734207,192925111856.1702,14001,0.0,-25.922878789572387,2429.3994140625,447029,-24.63526153564453,-25.94751405235973
61,0.024644803255796432,166899170550.35013,14501,0.0,-25.77957065785846,2429.4091796875,462995,-24.64480209350586,-25.804215461114257
63,0.024586539715528488,254119800978.08466,15001,0.0,-26.212271667676255,2428.506103515625,478961,-24.586538314819336,-26.236858207391784
