raw/disc/disc_proportion_expert_pred,raw/disc/global_step,raw/disc/disc_acc,raw/disc/n_generated,raw/disc/n_expert,raw/disc/disc_loss,raw/disc/disc_entropy,raw/disc/disc_acc_expert,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_true
0.5,188141,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188141,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188142,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188142,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188143,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188143,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188144,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188144,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188145,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188145,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188146,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188146,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188147,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188147,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188148,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188148,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188149,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188149,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188150,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188150,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188151,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188151,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188152,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188152,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188153,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188153,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188154,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188154,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188155,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188155,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188156,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188156,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188157,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188157,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188158,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188158,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188159,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188159,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188160,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188160,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188161,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188161,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188162,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188162,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188163,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188163,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188164,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188164,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188165,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188165,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188166,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188166,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188167,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188167,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188168,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188168,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188169,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188169,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188170,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188170,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188171,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188171,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188172,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188172,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188173,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188173,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188174,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188174,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188175,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188175,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188176,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188176,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188177,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188177,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188178,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188178,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188179,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188179,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188180,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188180,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188181,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188181,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188182,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188182,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188183,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,188183,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
