mean/disc/disc_acc,mean/disc/n_generated,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc_gen,mean/disc/disc_loss,mean/disc/disc_entropy,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_true,mean/disc/global_step,mean/disc/n_expert
1.0,32.0,0.5,1.0,5.681759648723528e-05,0.0,1.0,0.5,410637.0,32.0
1.0,32.0,0.5,1.0,0.00023492495529353619,0.0,1.0,0.5,410638.0,32.0
1.0,32.0,0.5,1.0,0.00023608363699167967,0.0,1.0,0.5,410639.0,32.0
1.0,32.0,0.5,1.0,0.00022250955225899816,0.0,1.0,0.5,410640.0,32.0
1.0,32.0,0.5,1.0,-0.00018927111523225904,0.0,1.0,0.5,410641.0,32.0
1.0,32.0,0.5,1.0,-0.00019288344628876075,0.0,1.0,0.5,410642.0,32.0
1.0,32.0,0.5,1.0,-8.82160384207964e-06,0.0,1.0,0.5,410643.0,32.0
1.0,32.0,0.5,1.0,0.0001026509708026424,0.0,1.0,0.5,410644.0,32.0
1.0,32.0,0.5,1.0,8.272792911157012e-06,0.0,1.0,0.5,410645.0,32.0
1.0,32.0,0.5,1.0,-3.333029417262878e-05,0.0,1.0,0.5,410646.0,32.0
1.0,32.0,0.5,1.0,-0.00020400655921548605,0.0,1.0,0.5,410647.0,32.0
1.0,32.0,0.5,1.0,-0.0003203039523214102,0.0,1.0,0.5,410648.0,32.0
1.0,32.0,0.5,1.0,0.00048582984891254455,0.0,1.0,0.5,410649.0,32.0
1.0,32.0,0.5,1.0,0.00026769017858896405,0.0,1.0,0.5,410650.0,32.0
1.0,32.0,0.5,1.0,1.798169978428632e-05,0.0,1.0,0.5,410651.0,32.0
1.0,32.0,0.5,1.0,1.291164880967699e-05,0.0,1.0,0.5,410652.0,32.0
1.0,32.0,0.5,1.0,0.00022151464872877114,0.0,1.0,0.5,410653.0,32.0
1.0,32.0,0.5,1.0,-0.00029824391822330654,0.0,1.0,0.5,410654.0,32.0
1.0,32.0,0.5,1.0,-0.00037493211129913107,0.0,1.0,0.5,410655.0,32.0
1.0,32.0,0.5,1.0,0.00033798752701841295,0.0,1.0,0.5,410656.0,32.0
1.0,32.0,0.5,1.0,0.00033676871680654585,0.0,1.0,0.5,410657.0,32.0
1.0,32.0,0.5,1.0,-0.00017069881869247183,0.0,1.0,0.5,410658.0,32.0
1.0,32.0,0.5,1.0,1.975431223399937e-05,0.0,1.0,0.5,410659.0,32.0
1.0,32.0,0.5,1.0,-0.00028836225101258606,0.0,1.0,0.5,410660.0,32.0
1.0,32.0,0.5,1.0,-9.795399819267914e-06,0.0,1.0,0.5,410661.0,32.0
1.0,32.0,0.5,1.0,3.840883437078446e-06,0.0,1.0,0.5,410662.0,32.0
1.0,32.0,0.5,1.0,0.00013460670015774667,0.0,1.0,0.5,410663.0,32.0
1.0,32.0,0.5,1.0,0.0006313024496193975,0.0,1.0,0.5,410664.0,32.0
1.0,32.0,0.5,1.0,0.00021335150813683867,0.0,1.0,0.5,410665.0,32.0
1.0,32.0,0.5,1.0,-0.00010420240869279951,0.0,1.0,0.5,410666.0,32.0
1.0,32.0,0.5,1.0,0.00035601806303020567,0.0,1.0,0.5,410667.0,32.0
1.0,32.0,0.5,1.0,0.00027547034551389515,0.0,1.0,0.5,410668.0,32.0
1.0,32.0,0.5,1.0,3.1380943255499005e-05,0.0,1.0,0.5,410669.0,32.0
1.0,32.0,0.5,1.0,-5.707843229174614e-07,0.0,1.0,0.5,410670.0,32.0
1.0,32.0,0.5,1.0,0.00022768054986954667,0.0,1.0,0.5,410671.0,32.0
1.0,32.0,0.5,1.0,7.171084871515632e-05,0.0,1.0,0.5,410672.0,32.0
1.0,32.0,0.5,1.0,-5.6415108701912686e-05,0.0,1.0,0.5,410673.0,32.0
1.0,32.0,0.5,1.0,-0.0006325362046482041,0.0,1.0,0.5,410674.0,32.0
1.0,32.0,0.5,1.0,-0.00011364574311301112,0.0,1.0,0.5,410675.0,32.0
1.0,32.0,0.5,1.0,0.00017760087030183058,0.0,1.0,0.5,410676.0,32.0
1.0,32.0,0.5,1.0,0.00014725398796144873,0.0,1.0,0.5,410677.0,32.0
1.0,32.0,0.5,1.0,0.00041761718603083864,0.0,1.0,0.5,410678.0,32.0
1.0,32.0,0.5,1.0,0.0002564463939052075,0.0,1.0,0.5,410679.0,32.0
1.0,32.0,0.5,1.0,-0.0001489006754127331,0.0,1.0,0.5,410680.0,32.0
1.0,32.0,0.5,1.0,-0.00018982787150889635,0.0,1.0,0.5,410681.0,32.0
1.0,32.0,0.5,1.0,-8.413044270128012e-05,0.0,1.0,0.5,410682.0,32.0
1.0,32.0,0.5,1.0,0.00022087835532147437,0.0,1.0,0.5,410683.0,32.0
1.0,32.0,0.5,1.0,-0.0002048768146778457,0.0,1.0,0.5,410684.0,32.0
1.0,32.0,0.5,1.0,-0.00019780693401116878,0.0,1.0,0.5,410685.0,32.0
1.0,32.0,0.5,1.0,0.00012833470827899873,0.0,1.0,0.5,410686.0,32.0
1.0,32.0,0.5,1.0,-0.0002844040864147246,0.0,1.0,0.5,410687.0,32.0
1.0,32.0,0.5,1.0,4.9102556658908725e-05,0.0,1.0,0.5,410688.0,32.0
1.0,32.0,0.5,1.0,0.0004143151600146666,0.0,1.0,0.5,410689.0,32.0
1.0,32.0,0.5,1.0,0.00020743865024996921,0.0,1.0,0.5,410690.0,32.0
1.0,32.0,0.5,1.0,4.3328836909495294e-05,0.0,1.0,0.5,410691.0,32.0
1.0,32.0,0.5,1.0,-7.465286034857854e-05,0.0,1.0,0.5,410692.0,32.0
1.0,32.0,0.5,1.0,-0.00010397774894954637,0.0,1.0,0.5,410693.0,32.0
1.0,32.0,0.5,1.0,0.00011221763270441443,0.0,1.0,0.5,410694.0,32.0
1.0,32.0,0.5,1.0,0.00015290659212041646,0.0,1.0,0.5,410695.0,32.0
