bc/loss,bc/batch_num,bc/prob_true_act,bc/neglogp,bc/samples_so_far,bc/entropy,bc/l2_loss,bc/epoch_num,bc/ent_loss,bc/l2_norm
3.78714564360403,1,0.02253842993756873,3.792821398113896,32,5.675754070281982,0.0,0,-0.005675754509866238,55.50019836425781
1.711300030363902,501,0.17997560501436657,1.7149766516072598,16032,3.6766209602355957,0.0,0,-0.0036766212433576584,57.239620208740234
-0.19405705780759852,1001,1.2125128185583365,-0.19235240373332452,32032,1.7046539783477783,0.0,0,-0.0017046540742740035,59.662986755371094
-1.9485070695567663,1501,7.03555620684879,-1.9487069756773088,48014,-0.1999061107635498,0.0,1,0.00019990612054243684,62.7393684387207
