bc/prob_true_act,bc/neglogp,bc/epoch_num,bc/l2_loss,bc/loss,bc/batch_num,bc/l2_norm,bc/entropy,bc/samples_so_far,bc/ent_loss
136.04959365254723,-3.7634065631759457,9,0.0,-3.758845997134327,2001,159.6158447265625,-4.560565948486328,63807,0.004560566041618586
146.28472258991496,-4.955708402502992,11,0.0,-4.951145461588808,2501,160.80911254882812,-4.56294059753418,79757,0.004562940914183855
146.71501421650993,-4.488988817698549,13,0.0,-4.48442425069515,3001,163.06576538085938,-4.564566612243652,95707,0.004564567003399134
149.69105535392075,-4.874802985480691,15,0.0,-4.870224304283673,3501,162.5871124267578,-4.578680992126465,111657,0.004578681197017431
155.59679785010601,-4.5086616078198345,18,0.0,-4.504079854189643,4001,163.45619201660156,-4.581753253936768,127582,0.004581753630191088
158.97350677268216,-4.992892706671983,20,0.0,-4.988327431863427,4501,166.48439025878906,-4.565274715423584,143532,0.0045652748085558414
136.19766765260295,-4.792246734754352,22,0.0,-4.787682152849792,5001,167.22767639160156,-4.564581871032715,159482,0.0045645819045603275
143.84265834362105,-4.859937774267032,25,0.0,-4.855373516462728,5501,168.7578582763672,-4.564257621765137,175407,0.004564257804304361
127.94716188822417,-4.710247312912157,27,0.0,-4.705696243566832,6001,170.8203887939453,-4.551069259643555,191357,0.0045510693453252316
121.69461290572897,-4.285124606294622,29,0.0,-4.280554448096146,6501,172.61138916015625,-4.570158004760742,207307,0.004570158198475838
135.79849340882208,-4.86624454320713,31,0.0,-4.861672767301342,7001,174.355224609375,-4.571775913238525,223257,0.004571775905787945
145.37022909362585,-4.927144212636737,34,0.0,-4.922584162547825,7501,176.7147979736328,-4.560050010681152,239182,0.004560050088912249
141.50725083912516,-4.251405896698154,36,0.0,-4.246833831151045,8001,177.4458770751953,-4.572065353393555,255132,0.00457206554710865
147.33778835059655,-4.88475696607823,38,0.0,-4.880202214283445,8501,177.0535888671875,-4.554751396179199,271082,0.004554751794785261
170.96737811165437,-4.990282119731466,40,0.0,-4.985720576732467,9001,178.8529510498047,-4.561542987823486,287032,0.004561542998999357
156.14354297983243,-5.024896101675835,43,0.0,-5.020327581673768,9501,181.00115966796875,-4.568519592285156,302957,0.004568520002067089
147.53855865431262,-4.974359650770101,45,0.0,-4.96979407747266,10001,182.536376953125,-4.565573215484619,318907,0.004565573297441006
157.45416617596473,-4.507981150350687,47,0.0,-4.503417804311183,10501,183.78736877441406,-4.563345909118652,334857,0.004563346039503813
147.85702451452602,-4.962880862904094,50,0.0,-4.958329073180757,11001,185.26319885253906,-4.551789283752441,350782,0.004551789723336697
135.947932565373,-4.004539865417682,52,0.0,-3.999991029849552,11501,186.9325408935547,-4.548835277557373,366732,0.004548835568130016
147.89784613829545,-4.907660000994638,54,0.0,-4.90309332920222,12001,188.02536010742188,-4.566671371459961,382682,0.004566671792417765
138.16427372000814,-4.449024968181693,56,0.0,-4.4444599262037805,12501,188.15219116210938,-4.565041542053223,398632,0.004565041977912188
125.72940135481619,-3.7393452680412276,59,0.0,-3.734788909715001,13001,189.1756134033203,-4.556358337402344,414557,0.004556358326226473
134.27938025678668,-4.226985436147664,61,0.0,-4.222428260585878,13501,190.35308837890625,-4.557175159454346,430507,0.004557175561785698
131.24096634150067,-3.7723136772016574,63,0.0,-3.7677508219691505,14001,191.38272094726562,-4.562855243682861,446457,0.00456285523250699
142.9063113121444,-4.9291968088421285,65,0.0,-4.924627688137001,14501,191.75320434570312,-4.569120407104492,462407,0.004569120705127716
158.17386657675456,-5.0122355485697465,68,0.0,-5.007670346870013,15001,192.66627502441406,-4.565201282501221,478332,0.004565201699733734
143.9669446909141,-4.411655694691142,70,0.0,-4.407089446650495,15501,193.3922882080078,-4.566247940063477,494282,0.004566248040646315
135.6199790065237,-4.423853496677803,72,0.0,-4.4192720420021585,16001,193.88473510742188,-4.581454277038574,510232,0.004581454675644636
145.24637578089192,-4.342780993555907,75,0.0,-4.33821875672159,16501,194.70916748046875,-4.562236785888672,526157,0.004562236834317446
127.35613096016769,-4.104935561740692,77,0.0,-4.100376187791969,17001,195.54916381835938,-4.55937385559082,542107,0.004559373948723078
130.73640570164042,-3.905332670071065,79,0.0,-3.9007671512559945,17501,195.6337127685547,-4.565518379211426,558057,0.004565518815070391
149.88858767754812,-4.993325417469396,81,0.0,-4.988764959926858,18001,196.37303161621094,-4.560457229614258,574007,0.004560457542538643
133.9459299500528,-4.804340670334973,84,0.0,-4.799775344769337,18501,197.0254364013672,-4.5653252601623535,589932,0.004565325565636158
136.2009468313642,-4.706654350665733,86,0.0,-4.702092823964879,19001,198.13076782226562,-4.561526298522949,605882,0.0045615267008543015
141.36063414578416,-3.917969065819287,88,0.0,-3.913428868733698,19501,198.7080078125,-4.540196895599365,621832,0.0045401970855891705
155.26234294316288,-4.803092786182587,90,0.0,-4.798532357045387,20001,199.43997192382812,-4.560429096221924,637782,0.004560429137200117
129.5246330939924,-4.306323877723643,93,0.0,-4.301758488828072,20501,200.2573699951172,-4.5653886795043945,653707,0.004565388895571232
170.458523796272,-4.9710682103682995,95,0.0,-4.966500294328922,21001,201.19895935058594,-4.567915916442871,669657,0.004567916039377451
149.70358325966401,-4.925620331931919,97,0.0,-4.921064538918495,21501,201.75634765625,-4.555792808532715,685607,0.004555793013423681
156.50308222548375,-4.9396788593150065,0,0.0,-4.93512075755292,1,202.4447021484375,-4.558101654052734,32,0.004558101762086153
149.20760163853174,-4.441138807043629,2,0.0,-4.436572681937562,501,203.3463592529297,-4.56612491607666,15982,0.004566125106066465
147.82567841229388,-4.974858442024896,4,0.0,-4.970293542539338,1001,204.18128967285156,-4.564899444580078,31932,0.004564899485558271
148.20598508173418,-3.9395676002670967,6,0.0,-3.9350072856825733,1501,205.04942321777344,-4.560314178466797,47882,0.004560314584523439
143.39422790985054,-4.407138675297848,9,0.0,-4.402572776503167,2001,205.25311279296875,-4.565898418426514,63807,0.004565898794680834
151.56345078039809,-4.513202168513585,11,0.0,-4.508642841130991,2501,205.9415740966797,-4.559327125549316,79757,0.004559327382594347
139.22168629478742,-4.413754163405033,13,0.0,-4.4091869044137315,3001,206.41812133789062,-4.567258834838867,95707,0.00456725899130106
141.15523397933896,-3.389817049431673,15,0.0,-3.3852636382757337,3501,206.9805145263672,-4.55341100692749,111657,0.004553411155939102
145.57752930197307,-4.410732843878261,18,0.0,-4.4061590460711635,4001,207.63790893554688,-4.573797702789307,127582,0.004573797807097435
141.97313162039057,-4.346126037037095,20,0.0,-4.341576093660763,4501,206.92340087890625,-4.549942970275879,143532,0.0045499433763325214
131.26211001276263,-4.380562891403819,22,0.0,-4.376002772397036,5001,207.39541625976562,-4.560118675231934,159482,0.00456011900678277
141.22597120680194,-4.244214626273929,25,0.0,-4.239642793091803,5501,208.08270263671875,-4.57183313369751,175407,0.004571833182126284
144.84125627902833,-4.947256624560412,27,0.0,-4.942687575567122,6001,208.33660888671875,-4.569048881530762,191357,0.004569048993289471
129.7058027090193,-4.269786420190989,29,0.0,-4.265224332833945,6501,208.8216552734375,-4.562087059020996,207307,0.00456208735704422
143.34875601757787,-4.382912428477642,31,0.0,-4.378348971610752,7001,208.7526092529297,-4.5634565353393555,223257,0.004563456866890192
168.54567332000957,-5.0305706464341675,34,0.0,-5.026007776300499,7501,209.4507598876953,-4.562870025634766,239182,0.004562870133668184
130.9607861782823,-4.844147950536144,36,0.0,-4.839595849751068,8001,210.16868591308594,-4.552100658416748,255132,0.004552100785076618
143.7640672106738,-3.9279600009549354,38,0.0,-3.923410921845952,8501,210.76930236816406,-4.549078941345215,271082,0.004549079108983278
123.41332998735786,-4.226186755087766,40,0.0,-4.221630065210703,9001,210.95596313476562,-4.556689739227295,287032,0.004556689877063036
150.24742944398102,-4.952403387266734,43,0.0,-4.947828430894353,9501,211.31591796875,-4.574955940246582,302957,0.004574956372380257
158.84264605244547,-4.9935927698788545,45,0.0,-4.989032959139844,10001,211.94741821289062,-4.559810638427734,318907,0.004559810739010572
133.71658286990203,-3.855252501673479,47,0.0,-3.8506835402245114,10501,212.5048065185547,-4.568961143493652,334857,0.004568961448967457
136.69812492567792,-4.326764442181371,50,0.0,-4.322208280364208,11001,212.36373901367188,-4.556161403656006,350782,0.004556161817163229
160.14110596853376,-5.020343920431223,52,0.0,-5.015769586182323,11501,213.1298065185547,-4.574334144592285,366732,0.0045743342489004135
141.72671812123116,-4.431188418854361,54,0.0,-4.426629532918667,12001,213.58470153808594,-4.55888557434082,382682,0.004558885935693979
143.75986653231234,-4.924767353944202,56,0.0,-4.9202074086290795,12501,214.07122802734375,-4.559945106506348,398632,0.004559945315122604
139.21643085630612,-4.415011092828958,59,0.0,-4.410463168559967,13001,214.50303649902344,-4.547924041748047,414557,0.004547924268990755
133.78478880459286,-4.4118313746616735,61,0.0,-4.407272066371192,13501,215.18260192871094,-4.559308052062988,430507,0.004559308290481567
154.0384191818252,-4.975390287476941,63,0.0,-4.9708140342378755,14001,215.8375244140625,-4.5762529373168945,446457,0.004576253239065409
131.10296847334396,-4.390401434058912,65,0.0,-4.385852297207929,14501,215.5454864501953,-4.549136638641357,462407,0.0045491368509829044
167.4347531583756,-4.0444316388353885,68,0.0,-4.039875303326565,15001,215.98094177246094,-4.55633544921875,478332,0.004556335508823395
155.21492731689636,-4.974209773976361,70,0.0,-4.969661235500133,15501,216.39630126953125,-4.5485382080078125,494282,0.004548538476228714
156.17222336651122,-5.010922239079399,72,0.0,-5.006367724306209,16001,216.53909301757812,-4.554514408111572,510232,0.0045545147731900215
150.39260020203164,-4.88661750446201,75,0.0,-4.882051431975669,16501,216.93309020996094,-4.566072463989258,526157,0.004566072486341
136.95390656098874,-4.896953061590137,77,0.0,-4.892385510163548,17001,217.50778198242188,-4.567551136016846,542107,0.004567551426589489
153.15907429894312,-4.987212797328525,79,0.0,-4.982662512156808,17501,217.83676147460938,-4.5502848625183105,558057,0.004550285171717405
137.5648877175712,-4.861291155563749,81,0.0,-4.856718919584609,18001,218.2183837890625,-4.572235584259033,574007,0.004572235979139805
127.13736483907064,-4.235003730604001,84,0.0,-4.230433625025251,18501,218.18321228027344,-4.57010555267334,589932,0.004570105578750372
127.70995014003572,-3.7709675929264685,86,0.0,-3.766404300903674,19001,218.4945526123047,-4.563292026519775,605882,0.004563292022794485
139.18971536566264,-4.900256403807306,88,0.0,-4.895685540597642,19501,219.01449584960938,-4.570862770080566,621832,0.004570863209664822
134.43996436999157,-4.420849786805189,90,0.0,-4.416298504652655,20001,218.70443725585938,-4.551281929016113,637782,0.004551282152533531
142.66805891369148,-4.911605463833715,93,0.0,-4.907045510602351,20501,219.0577392578125,-4.559953212738037,653707,0.004559953231364489
124.33797338820837,-4.387113931367997,95,0.0,-4.382556659414325,21001,219.40130615234375,-4.557271957397461,669657,0.004557271953672171
137.16244275112706,-4.821167129903188,97,0.0,-4.8166020991011465,21501,219.46286010742188,-4.565030574798584,685607,0.004565030802041292
124.88018471932418,-3.745379960930456,0,0.0,-3.74081999279793,1,219.87469482421875,-4.559967994689941,32,0.0045599681325256824
137.94847659833067,-4.733222428556324,2,0.0,-4.728669607393236,501,219.82901000976562,-4.552821159362793,15982,0.004552821163088083
161.4271495155613,-4.488531083677047,4,0.0,-4.483973890885793,1001,220.2572784423828,-4.557192802429199,31932,0.004557192791253328
121.81303584201825,-4.335584482089069,6,0.0,-4.331006387159612,1501,220.6248779296875,-4.578094482421875,47882,0.004578094929456711
144.73282914106514,-4.478259011328074,9,0.0,-4.473709531750384,2001,220.90292358398438,-4.5494794845581055,63807,0.004549479577690363
139.61715666945298,-4.915235404251392,11,0.0,-4.910683079948898,2501,221.3813018798828,-4.552324295043945,79757,0.004552324302494526
155.60582866688918,-4.954319163583283,13,0.0,-4.94975318795449,3001,221.73895263671875,-4.565975189208984,95707,0.00456597562879324
133.68906815244503,-4.7405815372264595,15,0.0,-4.736027630606911,3501,222.010986328125,-4.553906440734863,111657,0.004553906619548798
143.45579121239285,-4.944039556555568,18,0.0,-4.9394805677087295,4001,222.16983032226562,-4.558988571166992,127582,0.004558988846838474
118.1978979859934,-4.006673728601559,20,0.0,-4.002107176018431,4501,222.346923828125,-4.56655216217041,143532,0.004566552583128214
160.34283895177606,-4.902133161429896,22,0.0,-4.897579453182056,5001,222.61378479003906,-4.553708076477051,159482,0.0045537082478404045
166.91771296129187,-5.036144531790574,25,0.0,-5.031589366954227,5501,222.8863067626953,-4.555164813995361,175407,0.004555164836347103
137.83159355613867,-4.90780247389536,27,0.0,-4.903239345785338,6001,223.19017028808594,-4.5631279945373535,191357,0.004563128110021353
131.832237014714,-4.771318825905986,29,0.0,-4.766757632618614,6501,223.38380432128906,-4.561192989349365,207307,0.004561193287372589
146.27493024711808,-4.418740172716694,31,0.0,-4.414169022194015,7001,223.6477813720703,-4.571150302886963,223257,0.0045711505226790905
124.4038982561392,-3.814372216085963,34,0.0,-3.8097991186334417,7501,223.9581756591797,-4.573097229003906,239182,0.004573097452521324
141.7528437691306,-4.262947108752905,36,0.0,-4.258368148624776,8001,224.1763153076172,-4.578959941864014,255132,0.004578960128128529
140.7568065067119,-4.860043170677194,38,0.0,-4.855482121744821,8501,224.42828369140625,-4.56104850769043,271082,0.004561048932373524
138.39143598691865,-4.401896898487523,40,0.0,-4.397344893628672,9001,224.65505981445312,-4.552004814147949,287032,0.004552004858851433
146.98680687045714,-3.9935813565552305,43,0.0,-3.9890271062776517,9501,225.0399169921875,-4.554250240325928,302957,0.004554250277578831
158.37688423107403,-5.02207880433885,45,0.0,-5.017517597081639,10001,225.36790466308594,-4.561206817626953,318907,0.004561207257211208
144.39914010517748,-4.756966372521875,47,0.0,-4.752419609612135,10501,225.4976043701172,-4.546762466430664,334857,0.00454676290974021
134.2869436473224,-4.3101850171235405,50,0.0,-4.305625165871998,11001,225.8802947998047,-4.559851169586182,350782,0.004559851251542568
155.27369032712284,-4.895209477808768,52,0.0,-4.8906508000236695,11501,226.1876678466797,-4.558677673339844,366732,0.004558677785098553
138.1780982846208,-4.9047656635622685,54,0.0,-4.900195299075842,12001,226.5642852783203,-4.570364475250244,382682,0.004570364486426115
129.51938269621084,-4.637383191621387,56,0.0,-4.632827113157594,12501,226.8680419921875,-4.5560784339904785,398632,0.004556078463792801
143.62536095792868,-4.950740788306113,59,0.0,-4.946188109169718,13001,227.10096740722656,-4.552679061889648,414557,0.004552679136395454
132.9845543160471,-3.8228674155390903,61,0.0,-3.8182966026208445,13501,227.41844177246094,-4.570812702178955,430507,0.004570812918245792
147.11902634855883,-4.950643638986728,63,0.0,-4.94608623851054,14001,227.6327667236328,-4.557400226593018,446457,0.004557400476187468
139.58872308955557,-4.441063068322649,65,0.0,-4.436490777861138,14501,227.88853454589844,-4.572290420532227,462407,0.00457229046151042
136.77323401730217,-4.883653668115965,68,0.0,-4.879099074646017,15001,228.09320068359375,-4.554593086242676,478332,0.0045545934699475765
148.72399851296103,-4.914925726315753,70,0.0,-4.9103600976046184,15501,228.54957580566406,-4.565628528594971,494282,0.004565628711134195
139.6157433660686,-4.893241585811124,72,0.0,-4.888683590685472,16001,228.71546936035156,-4.557994842529297,510232,0.0045579951256513596
143.0394602448418,-4.945995928030496,75,0.0,-4.941433779671823,16501,228.98800659179688,-4.562148094177246,526157,0.004562148358672857
141.42779782339522,-4.76555020005341,77,0.0,-4.760985938523815,17001,228.79266357421875,-4.564261436462402,542107,0.00456426152959466
127.56533255092225,-4.168169927521792,79,0.0,-4.163608475326743,17501,228.92724609375,-4.5614519119262695,558057,0.004561452195048332
131.66023090524723,-4.357753929065122,81,0.0,-4.353210401570006,18001,228.90280151367188,-4.543527126312256,574007,0.004543527495115995
137.19580006538217,-4.87504777593016,84,0.0,-4.870484377736592,18501,229.28282165527344,-4.5633978843688965,589932,0.004563398193567991
130.2693783661819,-3.9535400666675233,86,0.0,-3.9489752728870773,19001,229.3885498046875,-4.564793586730957,605882,0.0045647937804460526
157.42153368510264,-4.967398215606539,88,0.0,-4.962827964275806,19501,229.73568725585938,-4.570250988006592,621832,0.004570251330733299
130.52054982860986,-3.962223210308348,90,0.0,-3.9576534497846114,20001,229.97068786621094,-4.569760322570801,637782,0.004569760523736477
141.7196538919223,-4.425491710030837,93,0.0,-4.420925370254917,20501,230.24583435058594,-4.566339492797852,653707,0.004566339775919914
138.05244732378395,-4.628773145789659,95,0.0,-4.6242181159950855,21001,230.39892578125,-4.555029392242432,669657,0.004555029794573784
128.8497867087422,-4.432342314280918,97,0.0,-4.427790450983098,21501,230.6413116455078,-4.551863193511963,685607,0.004551863297820091
128.50545490543263,-4.37912869509066,0,0.0,-4.374589179733196,1,230.6556396484375,-4.539515018463135,32,0.004539515357464552
155.9041354912723,-5.021490212246361,2,0.0,-5.016915277760061,501,231.0166015625,-4.574934482574463,15982,0.004574934486299753
136.0916278375737,-4.792961900834966,4,0.0,-4.788388838772702,1001,231.20191955566406,-4.573061943054199,31932,0.004573062062263489
141.26817217951933,-4.403912388605171,6,0.0,-4.3993599683764515,1501,231.24026489257812,-4.552420139312744,47882,0.004552420228719711
141.21830196124031,-4.8395746294652096,9,0.0,-4.8350108876136115,2001,231.2834930419922,-4.563741683959961,63807,0.004563741851598024
129.66609316693177,-3.885037303531913,11,0.0,-3.8804703872673194,2501,231.5032958984375,-4.566915988922119,79757,0.004566916264593601
134.31346987594048,-4.825132351679873,13,0.0,-4.820569549998414,3001,231.57669067382812,-4.562801361083984,95707,0.00456280168145895
131.30765871649163,-4.838272354214465,15,0.0,-4.83370397623909,3501,231.58929443359375,-4.56837797164917,111657,0.00456837797537446
150.3261771779914,-4.9500052992884935,18,0.0,-4.9454620926340045,4001,231.44781494140625,-4.543206214904785,127582,0.00454320665448904
142.22002836706764,-4.452858674946622,20,0.0,-4.448301527324514,4501,231.71090698242188,-4.55714750289917,143532,0.0045571476221084595
145.9040198921806,-4.450501504906097,22,0.0,-4.445944286969135,5001,232.0850067138672,-4.557217597961426,159482,0.004557217936962843
133.50032689095025,-4.795950727566103,25,0.0,-4.791389634395907,5501,232.27328491210938,-4.561092853546143,175407,0.004561093170195818
130.6517105667652,-4.641529243446291,27,0.0,-4.6369707230547075,6001,232.60475158691406,-4.558520317077637,191357,0.004558520391583443
158.33550275243337,-4.870072596560667,29,0.0,-4.86551815163667,6501,232.8297882080078,-4.554444789886475,207307,0.004554444923996925
144.8604929439413,-4.955928848178107,31,0.0,-4.951375400234927,7001,232.70278930664062,-4.553447723388672,223257,0.0045534479431807995
150.1561118545202,-4.793467298068697,34,0.0,-4.7889078887297165,7501,232.8759307861328,-4.559409141540527,239182,0.004559409338980913
143.69535567167333,-4.861086567568292,36,0.0,-4.856528493280222,8001,233.1569366455078,-4.558073997497559,255132,0.004558074288070202
153.41236731776638,-4.388697742234949,38,0.0,-4.384153727192465,8501,233.40736389160156,-4.544014930725098,271082,0.004544015042483807
161.348890039573,-4.5328462024405765,40,0.0,-4.528287669010477,9001,233.70529174804688,-4.558533191680908,287032,0.004558533430099487
136.864292498316,-4.908268541072134,43,0.0,-4.903709873531584,9501,233.76930236816406,-4.558667182922363,302957,0.004558667540550232
148.40863911187694,-4.921295209271202,45,0.0,-4.916722527188549,10001,234.0149383544922,-4.572681903839111,318907,0.004572682082653046
152.27001025692044,-4.919656578476087,47,0.0,-4.915094089719013,10501,234.1258087158203,-4.562488555908203,334857,0.004562488757073879
139.68915365088574,-4.909202336447197,50,0.0,-4.904657700212556,11001,234.3017120361328,-4.544636249542236,350782,0.004544636234641075
139.60417532794708,-4.497124893870481,52,0.0,-4.49256008379189,11501,234.4932861328125,-4.564809799194336,366732,0.004564810078591108
138.86959594968752,-4.87638870322134,54,0.0,-4.871823737611879,12001,234.6084442138672,-4.56496524810791,382682,0.004564965609461069
162.73103520789942,-4.976641102922466,56,0.0,-4.972076996923741,12501,234.7618865966797,-4.564105987548828,398632,0.004564105998724699
128.51635895669654,-4.844706795783444,59,0.0,-4.840123253082587,13001,234.9954071044922,-4.583542346954346,414557,0.004583542700856924
141.61449509446643,-4.9098805458202595,61,0.0,-4.90532125988152,13501,234.94358825683594,-4.559285640716553,430507,0.004559285938739777
145.2230457696075,-4.960513489657551,63,0.0,-4.9559446874647435,14001,235.19361877441406,-4.5688018798828125,446457,0.004568802192807198
128.12243618722022,-3.335414695302532,65,0.0,-3.3308392388099293,14501,235.38302612304688,-4.575456142425537,462407,0.004575456492602825
152.99363608666428,-4.986035116865475,68,0.0,-4.981489834758628,15001,235.19558715820312,-4.545281887054443,478332,0.004545282106846571
146.15525924955577,-4.95844726825865,70,0.0,-4.953877820193637,15501,235.63558959960938,-4.569447994232178,494282,0.004569448065012693
138.32377123141765,-4.886204851370119,72,0.0,-4.8816372729351745,16001,235.88290405273438,-4.567578315734863,510232,0.004567578434944153
142.13211334719693,-4.807458611501668,75,0.0,-4.802897529973005,16501,236.0207977294922,-4.561081409454346,526157,0.004561081528663635
133.17776653212866,-4.416353576657716,77,0.0,-4.411791744017396,17001,236.24124145507812,-4.561832427978516,542107,0.004561832640320063
135.6423360671223,-4.374566146495286,79,0.0,-4.369993389906827,17501,236.40057373046875,-4.572756290435791,558057,0.004572756588459015
134.27921116974736,-4.422935949881068,81,0.0,-4.418353520576349,18001,236.6319122314453,-4.582428932189941,574007,0.004582429304718971
