raw/disc/disc_entropy,raw/disc/global_step,raw/disc/disc_proportion_expert_true,raw/disc/n_generated,raw/disc/disc_acc,raw/disc/disc_proportion_expert_pred,raw/disc/disc_loss,raw/disc/n_expert,raw/disc/disc_acc_gen,raw/disc/disc_acc_expert
0.0036475185233023726,504,0.5,32.0,0.984375,0.515625,0.06011408194899559,32.0,0.96875,1.0
0.012871139182114934,504,0.5,32.0,0.984375,0.515625,0.04865356162190437,32.0,0.96875,1.0
