raw/disc/disc_acc_gen,raw/disc/disc_loss,raw/disc/global_step,raw/disc/n_generated,raw/disc/disc_proportion_expert_true,raw/disc/disc_acc_expert,raw/disc/disc_acc,raw/disc/disc_entropy,raw/disc/n_expert,raw/disc/disc_proportion_expert_pred
1.0,-0.00010746460611699149,332518,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-0.00022104181698523462,332518,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-9.851141658145934e-05,332519,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,5.704200884792954e-05,332519,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,2.083477738779038e-06,332520,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-0.0002694209979381412,332520,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,8.248633821494877e-05,332521,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-7.476402970496565e-05,332521,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,0.00015365995932370424,332522,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,3.7697667721658945e-05,332522,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-4.241283022565767e-05,332523,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,0.0001456737518310547,332523,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,2.9751470719929785e-05,332524,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,0.00027928288909606636,332524,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-4.610088944900781e-05,332525,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-9.7089541668538e-06,332525,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.9082548533333465e-05,332526,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.4787030522711575e-05,332526,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,0.00011514551442814991,332527,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,7.290269422810525e-05,332527,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.0858246241696179e-05,332528,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-0.0001039058988681063,332528,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,5.269499524729326e-06,332529,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-3.0105125915724784e-05,332529,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,0.00016503475490026176,332530,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-0.0001440892810933292,332530,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,5.4016294598113745e-05,332531,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.6986952687148005e-05,332531,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,0.00017993643996305764,332532,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-4.815552165382542e-05,332532,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-9.712209430290386e-05,332533,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,6.03219450567849e-05,332533,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-3.186941830790602e-05,332534,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.4618839486502111e-05,332534,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-3.3844044082798064e-05,332535,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-7.80702248448506e-06,332535,32.0,0.5,1.0,1.0,0.0,32.0,0.5
