mean/disc/disc_acc,mean/disc/n_generated,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc_gen,mean/disc/disc_loss,mean/disc/disc_entropy,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_true,mean/disc/global_step,mean/disc/n_expert
1.0,32.0,0.5,1.0,9.395483721164055e-05,0.0,1.0,0.5,389369.0,32.0
1.0,32.0,0.5,1.0,-0.00015295039702323265,0.0,1.0,0.5,389370.0,32.0
1.0,32.0,0.5,1.0,0.00028848828515037894,0.0,1.0,0.5,389371.0,32.0
1.0,32.0,0.5,1.0,-4.319852450862527e-05,0.0,1.0,0.5,389372.0,32.0
1.0,32.0,0.5,1.0,-0.00014676259888801724,0.0,1.0,0.5,389373.0,32.0
1.0,32.0,0.5,1.0,-8.421418169746175e-05,0.0,1.0,0.5,389374.0,32.0
1.0,32.0,0.5,1.0,-0.00010431524424348027,0.0,1.0,0.5,389375.0,32.0
1.0,32.0,0.5,1.0,5.6240460253320634e-05,0.0,1.0,0.5,389376.0,32.0
1.0,32.0,0.5,1.0,0.0002959406119771302,0.0,1.0,0.5,389377.0,32.0
0.9921875,32.0,0.4921875,1.0,12.042263473344065,0.0,0.984375,0.5,389378.0,32.0
1.0,32.0,0.5,1.0,0.0001747351052472368,0.0,1.0,0.5,389379.0,32.0
1.0,32.0,0.5,1.0,0.00026823364896699786,0.0,1.0,0.5,389380.0,32.0
1.0,32.0,0.5,1.0,-0.00011207721763639711,0.0,1.0,0.5,389381.0,32.0
0.9921875,32.0,0.5078125,0.984375,5.671000192844076,0.0,1.0,0.5,389382.0,32.0
1.0,32.0,0.5,1.0,-1.2185228115413338e-05,0.0,1.0,0.5,389383.0,32.0
0.984375,32.0,0.515625,0.96875,235.5562973022461,0.0,1.0,0.5,389384.0,32.0
1.0,32.0,0.5,1.0,0.00040498592716176063,0.0,1.0,0.5,389385.0,32.0
1.0,32.0,0.5,1.0,0.00017125415615737438,0.0,1.0,0.5,389386.0,32.0
1.0,32.0,0.5,1.0,0.00021755597117589787,0.0,1.0,0.5,389387.0,32.0
1.0,32.0,0.5,1.0,8.413122850470245e-05,0.0,1.0,0.5,389388.0,32.0
1.0,32.0,0.5,1.0,-1.4445018678088672e-05,0.0,1.0,0.5,389389.0,32.0
1.0,32.0,0.5,1.0,0.0001329926890321076,0.0,1.0,0.5,389390.0,32.0
1.0,32.0,0.5,1.0,-7.813542106305249e-05,0.0,1.0,0.5,389391.0,32.0
1.0,32.0,0.5,1.0,-9.743500777403824e-05,0.0,1.0,0.5,389392.0,32.0
1.0,32.0,0.5,1.0,-0.00034603438689373434,0.0,1.0,0.5,389393.0,32.0
1.0,32.0,0.5,1.0,-8.27639814815484e-05,0.0,1.0,0.5,389394.0,32.0
1.0,32.0,0.5,1.0,0.00018524970073485747,0.0,1.0,0.5,389395.0,32.0
1.0,32.0,0.5,1.0,0.00017034133634297177,0.0,1.0,0.5,389396.0,32.0
0.984375,32.0,0.515625,0.96875,16.011149883270264,0.0,1.0,0.5,389397.0,32.0
1.0,32.0,0.5,1.0,0.00020800864876946434,0.0,1.0,0.5,389398.0,32.0
1.0,32.0,0.5,1.0,0.00029409921262413263,0.0,1.0,0.5,389399.0,32.0
1.0,32.0,0.5,1.0,0.0002501604176359251,0.0,1.0,0.5,389400.0,32.0
1.0,32.0,0.5,1.0,-0.0002831322344718501,0.0,1.0,0.5,389401.0,32.0
1.0,32.0,0.5,1.0,0.00012085391790606081,0.0,1.0,0.5,389402.0,32.0
1.0,32.0,0.5,1.0,0.000208391880732961,0.0,1.0,0.5,389403.0,32.0
1.0,32.0,0.5,1.0,-0.0003530323156155646,0.0,1.0,0.5,389404.0,32.0
1.0,32.0,0.5,1.0,-5.022688128519803e-05,0.0,1.0,0.5,389405.0,32.0
1.0,32.0,0.5,1.0,-0.00032688071951270103,0.0,1.0,0.5,389406.0,32.0
1.0,32.0,0.5,1.0,-0.0001301482625422068,0.0,1.0,0.5,389407.0,32.0
1.0,32.0,0.5,1.0,0.00017239955923287198,0.0,1.0,0.5,389408.0,32.0
1.0,32.0,0.5,1.0,0.0002536854663048871,0.0,1.0,0.5,389409.0,32.0
1.0,32.0,0.5,1.0,-0.00020616629262804054,0.0,1.0,0.5,389410.0,32.0
1.0,32.0,0.5,1.0,4.9314119678456336e-05,0.0,1.0,0.5,389411.0,32.0
1.0,32.0,0.5,1.0,-0.00037785866152262315,0.0,1.0,0.5,389412.0,32.0
1.0,32.0,0.5,1.0,2.4034525267779827e-06,0.0,1.0,0.5,389413.0,32.0
1.0,32.0,0.5,1.0,0.00018731984891928732,0.0,1.0,0.5,389414.0,32.0
1.0,32.0,0.5,1.0,-0.00012449046334950253,0.0,1.0,0.5,389415.0,32.0
1.0,32.0,0.5,1.0,-0.0002252403282909654,0.0,1.0,0.5,389416.0,32.0
1.0,32.0,0.5,1.0,9.136392327491194e-05,0.0,1.0,0.5,389417.0,32.0
1.0,32.0,0.5,1.0,-0.0002514788357075304,0.0,1.0,0.5,389418.0,32.0
1.0,32.0,0.5,1.0,0.00010769256914500147,0.0,1.0,0.5,389419.0,32.0
1.0,32.0,0.5,1.0,-0.00023810891798348166,0.0,1.0,0.5,389420.0,32.0
1.0,32.0,0.5,1.0,0.00020416126790223643,0.0,1.0,0.5,389421.0,32.0
1.0,32.0,0.5,1.0,2.9995208024047315e-05,0.0,1.0,0.5,389422.0,32.0
1.0,32.0,0.5,1.0,-0.00012697051715804264,0.0,1.0,0.5,389423.0,32.0
1.0,32.0,0.5,1.0,-7.867600652389228e-05,0.0,1.0,0.5,389424.0,32.0
1.0,32.0,0.5,1.0,0.00010854811625904404,0.0,1.0,0.5,389425.0,32.0
1.0,32.0,0.5,1.0,-0.0001307874481426552,0.0,1.0,0.5,389426.0,32.0
1.0,32.0,0.5,1.0,0.00021455378737300634,0.0,1.0,0.5,389427.0,32.0
1.0,32.0,0.5,1.0,-0.0005168293428141624,0.0,1.0,0.5,389428.0,32.0
1.0,32.0,0.5,1.0,0.0001475222670705989,0.0,1.0,0.5,389429.0,32.0
1.0,32.0,0.5,1.0,-7.506396650569513e-05,0.0,1.0,0.5,389430.0,32.0
1.0,32.0,0.5,1.0,0.00018632374121807516,0.0,1.0,0.5,389431.0,32.0
1.0,32.0,0.5,1.0,7.972931780386716e-05,0.0,1.0,0.5,389432.0,32.0
1.0,32.0,0.5,1.0,-0.00011325425293762237,0.0,1.0,0.5,389433.0,32.0
1.0,32.0,0.5,1.0,-0.0002995275135617703,0.0,1.0,0.5,389434.0,32.0
1.0,32.0,0.5,1.0,-5.124688323121518e-05,0.0,1.0,0.5,389435.0,32.0
1.0,32.0,0.5,1.0,-0.00015457142580999061,0.0,1.0,0.5,389436.0,32.0
1.0,32.0,0.5,1.0,0.0002891842959797941,0.0,1.0,0.5,389437.0,32.0
1.0,32.0,0.5,1.0,0.00018715053010964766,0.0,1.0,0.5,389438.0,32.0
1.0,32.0,0.5,1.0,-0.00018850550259230658,0.0,1.0,0.5,389439.0,32.0
1.0,32.0,0.5,1.0,7.000659024924971e-05,0.0,1.0,0.5,389440.0,32.0
1.0,32.0,0.5,1.0,-0.0002372615344938822,0.0,1.0,0.5,389441.0,32.0
1.0,32.0,0.5,1.0,-0.0002004824418690987,0.0,1.0,0.5,389442.0,32.0
1.0,32.0,0.5,1.0,0.0003039783478016034,0.0,1.0,0.5,389443.0,32.0
1.0,32.0,0.5,1.0,6.075625788071193e-05,0.0,1.0,0.5,389444.0,32.0
1.0,32.0,0.5,1.0,4.9302961997454986e-05,0.0,1.0,0.5,389445.0,32.0
1.0,32.0,0.5,1.0,-0.00027453479560790583,0.0,1.0,0.5,389446.0,32.0
1.0,32.0,0.5,1.0,-0.00013676344678970054,0.0,1.0,0.5,389447.0,32.0
1.0,32.0,0.5,1.0,7.740987894067075e-05,0.0,1.0,0.5,389448.0,32.0
1.0,32.0,0.5,1.0,0.0001973811113202828,0.0,1.0,0.5,389449.0,32.0
1.0,32.0,0.5,1.0,6.706810381729156e-05,0.0,1.0,0.5,389450.0,32.0
1.0,32.0,0.5,1.0,-0.0002248915479867719,0.0,1.0,0.5,389451.0,32.0
1.0,32.0,0.5,1.0,0.00017491648031864315,0.0,1.0,0.5,389452.0,32.0
1.0,32.0,0.5,1.0,-0.00011918096424778923,0.0,1.0,0.5,389453.0,32.0
1.0,32.0,0.5,1.0,-0.00017794402992876712,0.0,1.0,0.5,389454.0,32.0
1.0,32.0,0.5,1.0,-0.0003070623097300995,0.0,1.0,0.5,389455.0,32.0
1.0,32.0,0.5,1.0,-6.342439519357868e-05,0.0,1.0,0.5,389456.0,32.0
1.0,32.0,0.5,1.0,-0.00011413038009777665,0.0,1.0,0.5,389457.0,32.0
1.0,32.0,0.5,1.0,-6.08492991887033e-05,0.0,1.0,0.5,389458.0,32.0
1.0,32.0,0.5,1.0,-9.61005425779149e-05,0.0,1.0,0.5,389459.0,32.0
0.9921875,32.0,0.4921875,1.0,121.36951240317285,0.0,0.984375,0.5,389460.0,32.0
1.0,32.0,0.5,1.0,-0.0002173880347982049,0.0,1.0,0.5,389461.0,32.0
1.0,32.0,0.5,1.0,3.516312790452503e-05,0.0,1.0,0.5,389462.0,32.0
1.0,32.0,0.5,1.0,1.5720477676950395e-05,0.0,1.0,0.5,389463.0,32.0
1.0,32.0,0.5,1.0,0.00032758594170445576,0.0,1.0,0.5,389464.0,32.0
1.0,32.0,0.5,1.0,-2.7888650947716087e-05,0.0,1.0,0.5,389465.0,32.0
1.0,32.0,0.5,1.0,0.00026127498131245375,0.0,1.0,0.5,389466.0,32.0
1.0,32.0,0.5,1.0,-4.6032619138713926e-05,0.0,1.0,0.5,389467.0,32.0
0.9921875,32.0,0.5078125,0.984375,36.00482885749079,0.0,1.0,0.5,389468.0,32.0
1.0,32.0,0.5,1.0,8.248236190411262e-05,0.0,1.0,0.5,389469.0,32.0
1.0,32.0,0.5,1.0,-0.00011354399612173438,0.0,1.0,0.5,389470.0,32.0
1.0,32.0,0.5,1.0,-2.313956429134123e-05,0.0,1.0,0.5,389471.0,32.0
1.0,32.0,0.5,1.0,0.0003559233882697299,0.0,1.0,0.5,389472.0,32.0
1.0,32.0,0.5,1.0,0.0002385344123467803,0.0,1.0,0.5,389473.0,32.0
1.0,32.0,0.5,1.0,-5.5709839216433465e-05,0.0,1.0,0.5,389474.0,32.0
1.0,32.0,0.5,1.0,-0.0001789292218745686,0.0,1.0,0.5,389475.0,32.0
1.0,32.0,0.5,1.0,0.0003249460241931956,0.0,1.0,0.5,389476.0,32.0
1.0,32.0,0.5,1.0,-0.0002219809321104549,0.0,1.0,0.5,389477.0,32.0
1.0,32.0,0.5,1.0,0.00010068345727631822,0.0,1.0,0.5,389478.0,32.0
1.0,32.0,0.5,1.0,-0.00029081172397127375,0.0,1.0,0.5,389479.0,32.0
1.0,32.0,0.5,1.0,-0.00010868479330383707,0.0,1.0,0.5,389480.0,32.0
1.0,32.0,0.5,1.0,0.0001028838123602327,0.0,1.0,0.5,389481.0,32.0
0.984375,32.0,0.515625,0.96875,12.750639775622403,0.0,1.0,0.5,389482.0,32.0
1.0,32.0,0.5,1.0,-0.00019280546985100955,3.136854060787795e-11,1.0,0.5,389483.0,32.0
1.0,32.0,0.5,1.0,0.00010543566895648837,0.0,1.0,0.5,389484.0,32.0
1.0,32.0,0.5,1.0,8.913956844480708e-05,0.0,1.0,0.5,389485.0,32.0
1.0,32.0,0.5,1.0,-0.00038900671643204987,0.0,1.0,0.5,389486.0,32.0
1.0,32.0,0.5,1.0,-2.874356141546741e-05,0.0,1.0,0.5,389487.0,32.0
1.0,32.0,0.5,1.0,0.00016905375377973542,0.0,1.0,0.5,389488.0,32.0
1.0,32.0,0.5,1.0,0.0002737830945989117,0.0,1.0,0.5,389489.0,32.0
1.0,32.0,0.5,1.0,-6.276192289078608e-05,0.0,1.0,0.5,389490.0,32.0
1.0,32.0,0.5,1.0,-0.00022087151592131704,0.0,1.0,0.5,389491.0,32.0
1.0,32.0,0.5,1.0,-5.383808456826955e-05,0.0,1.0,0.5,389492.0,32.0
1.0,32.0,0.5,1.0,-0.0001566498031024821,0.0,1.0,0.5,389493.0,32.0
1.0,32.0,0.5,1.0,-0.00010875259795284364,0.0,1.0,0.5,389494.0,32.0
0.984375,32.0,0.515625,0.96875,200.47845614838297,0.0,1.0,0.5,389495.0,32.0
1.0,32.0,0.5,1.0,-4.912566510029137e-06,0.0,1.0,0.5,389496.0,32.0
1.0,32.0,0.5,1.0,-0.00011975254528806545,0.0,1.0,0.5,389497.0,32.0
1.0,32.0,0.5,1.0,0.0002647636429173872,0.0,1.0,0.5,389498.0,32.0
1.0,32.0,0.5,1.0,-2.5765621103346348e-05,0.0,1.0,0.5,389499.0,32.0
1.0,32.0,0.5,1.0,8.728929242352024e-05,0.0,1.0,0.5,389500.0,32.0
1.0,32.0,0.5,1.0,-0.00042919220868498087,0.0,1.0,0.5,389501.0,32.0
1.0,32.0,0.5,1.0,-2.999756543431431e-05,0.0,1.0,0.5,389502.0,32.0
1.0,32.0,0.5,1.0,-0.00016244051948888227,0.0,1.0,0.5,389503.0,32.0
1.0,32.0,0.5,1.0,3.857279079966247e-05,0.0,1.0,0.5,389504.0,32.0
1.0,32.0,0.5,1.0,-0.0001303091448789928,0.0,1.0,0.5,389505.0,32.0
1.0,32.0,0.5,1.0,-0.00012001841241726652,0.0,1.0,0.5,389506.0,32.0
1.0,32.0,0.5,1.0,-0.00014981890853960067,0.0,1.0,0.5,389507.0,32.0
0.9921875,32.0,0.4921875,1.0,197.83151311505935,0.0,0.984375,0.5,389508.0,32.0
1.0,32.0,0.5,1.0,0.00016848003724589944,0.0,1.0,0.5,389509.0,32.0
1.0,32.0,0.5,1.0,8.060902473516762e-06,0.0,1.0,0.5,389510.0,32.0
0.9921875,32.0,0.5078125,0.984375,12.427657132851891,0.0,1.0,0.5,389511.0,32.0
1.0,32.0,0.5,1.0,-0.00018200522754341364,0.0,1.0,0.5,389512.0,32.0
1.0,32.0,0.5,1.0,-0.0002907713860622607,0.0,1.0,0.5,389513.0,32.0
1.0,32.0,0.5,1.0,-1.6598907677689567e-05,0.0,1.0,0.5,389514.0,32.0
0.9765625,32.0,0.5234375,0.953125,3.248764358111657,8.227326290391295e-08,1.0,0.5,389515.0,32.0
1.0,32.0,0.5,1.0,-7.490094867534935e-05,0.0,1.0,0.5,389516.0,32.0
1.0,32.0,0.5,1.0,2.1865140297450125e-05,0.0,1.0,0.5,389517.0,32.0
1.0,32.0,0.5,1.0,0.0001595178255229257,0.0,1.0,0.5,389518.0,32.0
1.0,32.0,0.5,1.0,0.00011272689152974635,0.0,1.0,0.5,389519.0,32.0
1.0,32.0,0.5,1.0,-4.374532727524638e-05,0.0,1.0,0.5,389520.0,32.0
0.984375,32.0,0.515625,0.96875,5.798982047010213,0.0,1.0,0.5,389521.0,32.0
0.9765625,32.0,0.5234375,0.953125,11.51048994064331,0.0,1.0,0.5,389522.0,32.0
1.0,32.0,0.5,1.0,2.5696237571537495e-05,0.0,1.0,0.5,389523.0,32.0
0.984375,32.0,0.515625,0.96875,0.6034083840931999,0.0,1.0,0.5,389524.0,32.0
0.9921875,32.0,0.5078125,0.984375,16.143543997764937,0.0,1.0,0.5,389525.0,32.0
1.0,32.0,0.5,1.0,0.00023809433332644403,0.0,1.0,0.5,389526.0,32.0
