mean/disc/disc_acc,mean/disc/n_generated,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc_gen,mean/disc/disc_loss,mean/disc/disc_entropy,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_true,mean/disc/global_step,mean/disc/n_expert
1.0,32.0,0.5,1.0,-0.00011948595602007117,0.0,1.0,0.5,212272.0,32.0
1.0,32.0,0.5,1.0,-7.493018597415357e-05,0.0,1.0,0.5,212273.0,32.0
1.0,32.0,0.5,1.0,-1.3537382983486168e-05,0.0,1.0,0.5,212274.0,32.0
1.0,32.0,0.5,1.0,2.8122543881181628e-05,0.0,1.0,0.5,212275.0,32.0
1.0,32.0,0.5,1.0,0.0001287479608436115,0.0,1.0,0.5,212276.0,32.0
1.0,32.0,0.5,1.0,7.436030500684865e-06,0.0,1.0,0.5,212277.0,32.0
1.0,32.0,0.5,1.0,6.314468009804841e-05,0.0,1.0,0.5,212278.0,32.0
1.0,32.0,0.5,1.0,1.3261789717944339e-05,0.0,1.0,0.5,212279.0,32.0
1.0,32.0,0.5,1.0,-2.663909526745556e-05,0.0,1.0,0.5,212280.0,32.0
1.0,32.0,0.5,1.0,4.9849875722429715e-05,0.0,1.0,0.5,212281.0,32.0
1.0,32.0,0.5,1.0,0.00013688673880096758,0.0,1.0,0.5,212282.0,32.0
1.0,32.0,0.5,1.0,-7.487626135116443e-05,0.0,1.0,0.5,212283.0,32.0
1.0,32.0,0.5,1.0,-2.1599061255983543e-05,0.0,1.0,0.5,212284.0,32.0
1.0,32.0,0.5,1.0,1.7113634385168552e-06,0.0,1.0,0.5,212285.0,32.0
1.0,32.0,0.5,1.0,-4.68885282316478e-05,0.0,1.0,0.5,212286.0,32.0
1.0,32.0,0.5,1.0,4.2737103285617195e-05,0.0,1.0,0.5,212287.0,32.0
1.0,32.0,0.5,1.0,-8.040680950216483e-05,0.0,1.0,0.5,212288.0,32.0
1.0,32.0,0.5,1.0,5.466141828947002e-05,0.0,1.0,0.5,212289.0,32.0
1.0,32.0,0.5,1.0,-9.717641660245135e-06,0.0,1.0,0.5,212290.0,32.0
1.0,32.0,0.5,1.0,1.859131680248538e-05,0.0,1.0,0.5,212291.0,32.0
1.0,32.0,0.5,1.0,-0.00010862159979296848,0.0,1.0,0.5,212292.0,32.0
1.0,32.0,0.5,1.0,-4.037940016132779e-06,0.0,1.0,0.5,212293.0,32.0
1.0,32.0,0.5,1.0,8.236973644670798e-05,0.0,1.0,0.5,212294.0,32.0
1.0,32.0,0.5,1.0,7.93517756392248e-06,0.0,1.0,0.5,212295.0,32.0
1.0,32.0,0.5,1.0,-4.829513272852637e-06,0.0,1.0,0.5,212296.0,32.0
1.0,32.0,0.5,1.0,-3.097102671745233e-05,0.0,1.0,0.5,212297.0,32.0
1.0,32.0,0.5,1.0,1.585894642630592e-05,0.0,1.0,0.5,212298.0,32.0
1.0,32.0,0.5,1.0,-0.00019517762848408893,0.0,1.0,0.5,212299.0,32.0
1.0,32.0,0.5,1.0,6.0723388742189854e-05,0.0,1.0,0.5,212300.0,32.0
1.0,32.0,0.5,1.0,-9.882833910523914e-05,0.0,1.0,0.5,212301.0,32.0
1.0,32.0,0.5,1.0,6.386847599060275e-05,0.0,1.0,0.5,212302.0,32.0
1.0,32.0,0.5,1.0,5.1385413826210424e-05,0.0,1.0,0.5,212303.0,32.0
1.0,32.0,0.5,1.0,-6.813239451730624e-05,0.0,1.0,0.5,212304.0,32.0
1.0,32.0,0.5,1.0,-0.00015778539091115817,0.0,1.0,0.5,212305.0,32.0
1.0,32.0,0.5,1.0,9.505099114903715e-06,0.0,1.0,0.5,212306.0,32.0
1.0,32.0,0.5,1.0,-0.0001252126858162228,0.0,1.0,0.5,212307.0,32.0
1.0,32.0,0.5,1.0,-5.473595956573263e-05,0.0,1.0,0.5,212308.0,32.0
1.0,32.0,0.5,1.0,8.337785220646765e-05,0.0,1.0,0.5,212309.0,32.0
1.0,32.0,0.5,1.0,2.7672200303641148e-05,0.0,1.0,0.5,212310.0,32.0
1.0,32.0,0.5,1.0,-8.480345422867686e-05,0.0,1.0,0.5,212311.0,32.0
1.0,32.0,0.5,1.0,3.103525159531273e-05,0.0,1.0,0.5,212312.0,32.0
1.0,32.0,0.5,1.0,-5.124418657942442e-05,0.0,1.0,0.5,212313.0,32.0
1.0,32.0,0.5,1.0,8.080437692115083e-05,0.0,1.0,0.5,212314.0,32.0
1.0,32.0,0.5,1.0,1.3724291420658119e-05,0.0,1.0,0.5,212315.0,32.0
1.0,32.0,0.5,1.0,-9.241948828275781e-05,0.0,1.0,0.5,212316.0,32.0
1.0,32.0,0.5,1.0,2.2377613277058117e-05,0.0,1.0,0.5,212317.0,32.0
1.0,32.0,0.5,1.0,-5.19594887009589e-05,0.0,1.0,0.5,212318.0,32.0
1.0,32.0,0.5,1.0,6.116614895290695e-05,0.0,1.0,0.5,212319.0,32.0
1.0,32.0,0.5,1.0,8.293169230455533e-05,0.0,1.0,0.5,212320.0,32.0
1.0,32.0,0.5,1.0,4.165553218626883e-05,0.0,1.0,0.5,212321.0,32.0
1.0,32.0,0.5,1.0,-4.671143142331857e-05,0.0,1.0,0.5,212322.0,32.0
1.0,32.0,0.5,1.0,4.994493701815372e-05,0.0,1.0,0.5,212323.0,32.0
1.0,32.0,0.5,1.0,-0.00010794388072099537,0.0,1.0,0.5,212324.0,32.0
1.0,32.0,0.5,1.0,-0.00012074149708496407,0.0,1.0,0.5,212325.0,32.0
1.0,32.0,0.5,1.0,-0.00015631441783625633,0.0,1.0,0.5,212326.0,32.0
1.0,32.0,0.5,1.0,-8.819411232252605e-05,0.0,1.0,0.5,212327.0,32.0
1.0,32.0,0.5,1.0,-2.7216847229283303e-06,0.0,1.0,0.5,212328.0,32.0
1.0,32.0,0.5,1.0,3.4955211958731525e-05,0.0,1.0,0.5,212329.0,32.0
1.0,32.0,0.5,1.0,-2.144674363080412e-05,0.0,1.0,0.5,212330.0,32.0
1.0,32.0,0.5,1.0,-4.7176279622362927e-05,0.0,1.0,0.5,212331.0,32.0
1.0,32.0,0.5,1.0,-3.3121226806542836e-05,0.0,1.0,0.5,212332.0,32.0
1.0,32.0,0.5,1.0,-8.408741268794984e-05,0.0,1.0,0.5,212333.0,32.0
1.0,32.0,0.5,1.0,5.779895218438469e-05,0.0,1.0,0.5,212334.0,32.0
1.0,32.0,0.5,1.0,-3.0872554816596676e-05,0.0,1.0,0.5,212335.0,32.0
1.0,32.0,0.5,1.0,-5.242135375738144e-05,0.0,1.0,0.5,212336.0,32.0
1.0,32.0,0.5,1.0,-0.00015655980678275228,0.0,1.0,0.5,212337.0,32.0
