raw/disc/disc_loss,raw/disc/disc_proportion_expert_true,raw/disc/n_expert,raw/disc/disc_acc_expert,raw/disc/n_generated,raw/disc/disc_entropy,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_pred,raw/disc/disc_acc,raw/disc/global_step
0.007346893660724163,0.5,32.0,1.0,32.0,0.028620576485991478,1.0,0.5,1.0,147
0.0029811959248036146,0.5,32.0,1.0,32.0,0.018280675634741783,1.0,0.5,1.0,147
