bc/epoch_num,bc/ent_loss,bc/prob_true_act,bc/batch_num,bc/l2_loss,bc/loss,bc/l2_norm,bc/samples_so_far,bc/entropy,bc/neglogp
0,0.025004729628562927,272095229069.29297,1,0.0,-26.26866414427827,3279.9951171875,32,-25.004728317260742,-26.29366887390683
2,0.024458862841129303,209611232182.1588,501,0.0,-25.16750816999122,3278.03076171875,15998,-24.4588623046875,-25.19196703283235
4,0.024441776797175407,223471665593.17505,1001,0.0,-26.03458526333266,3277.68115234375,31964,-24.441776275634766,-26.059027040129834
6,0.024497907608747482,211586229591.20032,1501,0.0,-26.025201210963957,3278.5380859375,47930,-24.497905731201172,-26.049699118572704
8,0.02458018623292446,244373559319.1189,2001,0.0,-26.17801832357074,3280.5810546875,63896,-24.580184936523438,-26.202598509803664
10,0.024650000035762787,268541884607.09726,2501,0.0,-26.265263424771433,3283.034912109375,79862,-24.649999618530273,-26.289913424807196
12,0.024690840393304825,195457063406.144,3001,0.0,-25.940205799352455,3284.176513671875,95828,-24.690839767456055,-25.96489663974576
14,0.02469339221715927,251304154757.1443,3501,0.0,-26.179113493023884,3284.86865234375,111794,-24.693391799926758,-26.203806885241043
17,0.024694254621863365,171845219229.65393,4001,0.0,-25.796449739040305,3287.94189453125,127743,-24.69425392150879,-25.82114399366217
19,0.024682266637682915,115969007382.84431,4501,0.0,-25.39903201798196,3289.28564453125,143709,-24.682266235351562,-25.423714284619642
21,0.024673085659742355,205621509202.45032,5001,0.0,-25.978777689203227,3287.63720703125,159675,-24.673084259033203,-26.00345077486297
23,0.024660712108016014,1894327.7479336376,5501,0.0,-10.745891824405309,3287.166748046875,175641,-24.66071128845215,-10.770552536513325
25,0.024645287543535233,15278718664.132471,6001,0.0,-23.355114955444513,3286.688232421875,191607,-24.645286560058594,-23.37976024298805
27,0.024649182334542274,71580248279.08565,6501,0.0,-23.40893414711582,3286.41455078125,207573,-24.649181365966797,-23.43358332945036
29,0.024634815752506256,213521056673.22937,7001,0.0,-26.016592677135385,3287.85595703125,223539,-24.634815216064453,-26.04122749288789
31,0.024635441601276398,234834385174.55908,7501,0.0,-26.117697041094008,3287.819091796875,239505,-24.635440826416016,-26.142332482695284
34,0.024632811546325684,184221792977.98972,8001,0.0,-25.824714996950405,3288.563720703125,255454,-24.632810592651367,-25.84934780849673
36,0.02463368885219097,105111499524.42784,8501,0.0,-25.30504147194167,3289.361083984375,271420,-24.63368797302246,-25.32967516079386
38,0.02453930489718914,230782960315.6524,9001,0.0,-26.069345867116382,3289.1494140625,287386,-24.539302825927734,-26.09388517201357
40,0.024589547887444496,220296161978.8234,9501,0.0,-26.056825053194537,3289.715576171875,303352,-24.58954620361328,-26.08141460108198
42,0.024654963985085487,261793145120.52185,10001,0.0,-26.21404594695541,3290.567626953125,319318,-24.65496253967285,-26.238700910940494
44,0.02469499781727791,239833254616.34058,10501,0.0,-26.09969305490842,3291.014404296875,335284,-24.694995880126953,-26.1243880527257
46,0.024766284972429276,208672704282.65588,11001,0.0,-26.00332623254149,3291.634521484375,351250,-24.76628303527832,-26.02809251751392
48,0.024827681481838226,262017701643.2035,11501,0.0,-26.236793422608613,3291.934326171875,367216,-24.827680587768555,-26.26162110409045
51,0.024917302653193474,227091329900.40015,12001,0.0,-26.079856358109858,3292.88818359375,383165,-24.917301177978516,-26.10477366076305
53,0.02499128133058548,274940024635.79016,12501,0.0,-26.25572149573557,3292.87255859375,399131,-24.99127960205078,-26.280712777066157
55,0.024612929672002792,248003899118.15314,13001,0.0,-26.187381478044983,3293.7841796875,415097,-24.61292839050293,-26.211994407716986
57,0.024654638022184372,231849773871.349,13501,0.0,-26.086357921312707,3293.924560546875,431063,-24.65463638305664,-26.111012559334892
59,0.024664297699928284,238108691759.05197,14001,0.0,-26.09615739426963,3294.0205078125,447029,-24.664297103881836,-26.120821691969557
61,0.02466987818479538,246566910735.9519,14501,0.0,-26.173173588919003,3294.20654296875,462995,-24.669876098632812,-26.197843467103798
63,0.02467106655240059,208426709288.7724,15001,0.0,-12.525127996789333,3294.48388671875,478961,-24.671066284179688,-12.549799063341734
65,0.024675622582435608,238998694015.81393,15501,0.0,-26.116826456894813,3294.843994140625,494927,-24.675621032714844,-26.14150207947725
