bc/epoch_num,bc/ent_loss,bc/prob_true_act,bc/batch_num,bc/l2_loss,bc/loss,bc/l2_norm,bc/samples_so_far,bc/entropy,bc/neglogp
0,0.024751584976911545,256971045219.1941,1,0.0,-26.178192661099903,5495.8876953125,32,-24.751583099365234,-26.202944246076814
2,0.024752048775553703,232933227172.07886,501,0.0,-26.127746806426064,5496.052734375,15998,-24.75204849243164,-26.152498855201618
4,0.024761876091361046,225723480706.02863,1001,0.0,-26.051796095955197,5496.56640625,31964,-24.76187515258789,-26.076557972046558
6,0.024762898683547974,256793410035.0822,1501,0.0,-26.190293398515383,5497.12939453125,47930,-24.762897491455078,-26.21505629719893
8,0.02474842593073845,261750883493.5921,2001,0.0,-26.244082944186136,5498.55712890625,63896,-24.748424530029297,-26.268831370116875
10,0.024766327813267708,266077929094.47708,2501,0.0,-26.233983088521782,5498.19873046875,79862,-24.766326904296875,-26.25874941633505
12,0.024777380749583244,283030978636.3942,3001,0.0,-26.294062135410208,5499.0205078125,95828,-24.777379989624023,-26.31883951615979
14,0.024769749492406845,229390744007.57495,3501,0.0,-26.033278960641397,5498.94677734375,111794,-24.76974868774414,-26.058048710133804
17,0.02479788288474083,240628514256.86945,4001,0.0,-26.14847890428018,5498.5712890625,127743,-24.797882080078125,-26.17327678716492
19,0.024816198274493217,223122083698.28946,4501,0.0,-26.039574020170534,5499.921875,143709,-24.81619644165039,-26.064390218445027
21,0.02484402433037758,221256574542.89722,5001,0.0,-26.021239550151144,5500.3447265625,159675,-24.844022750854492,-26.04608357448152
23,0.024891212582588196,286663111631.4603,5501,0.0,-26.32797654965477,5501.05615234375,175641,-24.891210556030273,-26.35286776223736
25,0.024916402995586395,312954820469.79346,6001,0.0,-26.41192036590582,5501.322265625,191607,-24.916400909423828,-26.436836768901408
27,0.024976816028356552,144710914813.73938,6501,0.0,-25.590537078929565,5501.8330078125,207573,-24.97681427001953,-25.61551389495792
29,0.024558167904615402,229381874294.33636,7001,0.0,-26.10095113321389,5500.02490234375,223539,-24.55816650390625,-26.125509301118505
31,0.02461010031402111,229518209848.63037,7501,0.0,-26.11746622197524,5501.99755859375,239505,-24.61009979248047,-26.14207632228926
34,0.024646436795592308,229489310377.92395,8001,0.0,-26.1089399024352,5503.62744140625,255454,-24.646434783935547,-26.133586339230792
36,0.02466374635696411,231547414186.41544,8501,0.0,-26.0873122634403,5505.02294921875,271420,-24.663745880126953,-26.111976009797264
38,0.024670563638210297,237290296824.00967,9001,0.0,-26.137851296837205,5505.658203125,287386,-24.670562744140625,-26.162521860475415
40,0.024675127118825912,236024135098.45868,9501,0.0,-26.14473141826319,5505.71142578125,303352,-24.675125122070312,-26.169406545382017
42,0.024679897353053093,244032966328.83026,10001,0.0,-25.851533282578707,5506.32470703125,319318,-24.679895401000977,-25.87621317993176
44,0.02467978745698929,265638148007.48615,10501,0.0,-26.23707228801054,5506.5009765625,335284,-24.679786682128906,-26.26175207546753
46,0.02468366175889969,194714457171.42596,11001,0.0,-25.892579892723944,5509.7099609375,351250,-24.68366050720215,-25.917263554482844
48,0.02468974143266678,187707191540.06854,11501,0.0,-25.91088628942756,5511.1181640625,367216,-24.689741134643555,-25.935576030860226
51,0.02469676360487938,227785996688.661,12001,0.0,-26.03052266006602,5511.53759765625,383165,-24.696762084960938,-26.0552194236709
53,0.024701466783881187,79224334763.87192,12501,0.0,-25.013464259974878,5511.5029296875,399131,-24.701465606689453,-25.03816572675876
55,0.02471030130982399,260077838277.33853,13001,0.0,-26.21609020023444,5511.25341796875,415097,-24.71030044555664,-26.240800501544264
57,0.02473335713148117,35037059293.87792,13501,0.0,-24.00056553264615,5511.94091796875,431063,-24.733356475830078,-24.02529888977763
59,0.024743201211094856,203244916063.9375,14001,0.0,-25.9872815561523,5512.20947265625,447029,-24.743200302124023,-26.012024757363395
61,0.02477717399597168,112600689638.42493,14501,0.0,-25.37749606503513,5512.3994140625,462995,-24.777172088623047,-25.4022732390311
63,0.024803945794701576,227795845496.14655,15001,0.0,-26.03217879354424,5512.58984375,478961,-24.803945541381836,-26.05698273933894
65,0.024851469323039055,268073800735.22083,15501,0.0,-26.255001816677677,5512.86572265625,494927,-24.851469039916992,-26.279853286000716
68,0.02489376813173294,309850191783.173,16001,0.0,-26.40320456276408,5513.78369140625,510876,-24.893766403198242,-26.428098330895814
70,0.02496967278420925,264975155830.2818,16501,0.0,-26.22093447753044,5514.05322265625,526842,-24.96967124938965,-26.24590415031465
72,0.02503003180027008,129021878742.34384,17001,0.0,-25.51532410032509,5514.49365234375,542808,-25.030031204223633,-25.54035413212536
74,0.024710282683372498,210591985729.21362,17501,0.0,-25.3877216782834,5510.87646484375,558774,-24.710281372070312,-25.41243196096677
76,0.024742329493165016,253764031687.5246,18001,0.0,-26.20825838135886,5511.26953125,574740,-24.742328643798828,-26.233000710852025
78,0.02474481612443924,234794563703.9169,18501,0.0,-26.128342874438886,5512.19580078125,590706,-24.744815826416016,-26.153087690563325
80,0.02474892884492874,258817118785.59113,19001,0.0,-26.20498901628537,5513.06494140625,606672,-24.74892807006836,-26.2297379451303
82,0.024756167083978653,266625957125.88162,19501,0.0,-26.219729142040848,5514.22607421875,622638,-24.756166458129883,-26.244485309124826
85,0.02476038783788681,271944262352.0887,20001,0.0,-26.277109418797345,5515.4638671875,638587,-24.760387420654297,-26.30186980663523
87,0.024760914966464043,246386737225.40552,20501,0.0,-26.157635908504382,5516.634765625,654553,-24.760913848876953,-26.182396823470846
89,0.024761250242590904,224994355243.77148,21001,0.0,-26.043379195148564,5517.5986328125,670519,-24.761249542236328,-26.068140445391155
91,0.02476036734879017,84571085099.53818,21501,0.0,-24.998470606568628,5518.7841796875,686485,-24.760366439819336,-25.023230973917418
93,0.024763233959674835,245641957727.07965,22001,0.0,-26.139108972899116,5519.23974609375,702451,-24.763233184814453,-26.16387220685879
95,0.024762261658906937,57632959797.27724,22501,0.0,-24.698105859944885,5518.908203125,718417,-24.76226043701172,-24.722868121603792
97,0.02476075105369091,210549740330.03348,23001,0.0,-25.98567417715155,5519.3076171875,734383,-24.76074981689453,-26.010434928205242
