raw/disc/disc_proportion_expert_pred,raw/disc/global_step,raw/disc/disc_acc,raw/disc/n_generated,raw/disc/n_expert,raw/disc/disc_loss,raw/disc/disc_entropy,raw/disc/disc_acc_expert,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_true
0.5,151331,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151331,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151332,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151332,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151333,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151333,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151334,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151334,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151335,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151335,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151336,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151336,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151337,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151337,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151338,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151338,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151339,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151339,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151340,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151340,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151341,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151341,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,151342,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
