bc/epoch_num,bc/ent_loss,bc/prob_true_act,bc/batch_num,bc/l2_loss,bc/loss,bc/l2_norm,bc/samples_so_far,bc/entropy,bc/neglogp
0,0.0245770625770092,213299334516.83606,1,0.0,-25.97056703206702,1798.7578125,32,-24.57706069946289,-25.99514409464403
2,0.024581441655755043,208094860143.05914,501,0.0,-26.01017124872635,1799.3526611328125,15998,-24.581439971923828,-26.034752690382106
4,0.024601945653557777,199307682350.93903,1001,0.0,-25.931493632950396,1799.6925048828125,31964,-24.601943969726562,-25.956095578603954
6,0.024616319686174393,178119915480.33835,1501,0.0,-25.323854590149004,1800.0740966796875,47930,-24.616317749023438,-25.34847090983518
8,0.02464146725833416,235544720838.2663,2001,0.0,-26.13415208314473,1800.4041748046875,63896,-24.64146614074707,-26.158793550403065
10,0.024668367579579353,164425233179.16867,2501,0.0,-25.784528151099543,1801.5074462890625,79862,-24.668365478515625,-25.809196518679123
12,0.024706823751330376,60390959986.45495,3001,0.0,-24.7176574845726,1801.7369384765625,95828,-24.706823348999023,-24.742364308323932
14,0.024734903126955032,248802775794.81598,3501,0.0,-26.150533547879135,1802.4324951171875,111794,-24.734901428222656,-26.17526845100609
17,0.02477519027888775,231198366838.66315,4001,0.0,-26.073112478173755,1802.639892578125,127743,-24.775188446044922,-26.097887668452643
19,0.024864831939339638,125857251894.62039,4501,0.0,-25.45896832630606,1803.1370849609375,143709,-24.864830017089844,-25.4838331582454
21,0.02442597597837448,215767814242.27246,5001,0.0,-26.05588993102414,1806.4429931640625,159675,-24.425973892211914,-26.080315907002515
23,0.02452279068529606,217734543135.97464,5501,0.0,-26.061222866453264,1807.2684326171875,175641,-24.522789001464844,-26.08574565713856
25,0.0245573278516531,221324862828.14758,6001,0.0,-26.060249302385,1808.01025390625,191607,-24.557327270507812,-26.084806630236653
27,0.02456710673868656,212024438237.60614,6501,0.0,-25.99522790304855,1808.831787109375,207573,-24.567106246948242,-26.019795009787238
29,0.024572672322392464,194127188903.06894,7001,0.0,-25.942131922714555,1809.4971923828125,223539,-24.57267189025879,-25.966704595036948
31,0.024575909599661827,202775986521.0332,7501,0.0,-25.948538220628794,1810.3099365234375,239505,-24.575908660888672,-25.973114130228456
34,0.02458280138671398,218108884029.9375,8001,0.0,-26.039110299282093,1811.3607177734375,255454,-24.582799911499023,-26.063693100668807
36,0.02457796409726143,135029273976.15982,8501,0.0,-25.524872343275167,1812.076904296875,271420,-24.57796287536621,-25.549450307372428
38,0.024573011323809624,12074219.273488766,9001,0.0,22.464316739484765,1810.370361328125,287386,-24.573009490966797,22.439743728160956
40,0.024586405605077744,227407415849.24304,9501,0.0,-26.07795174603681,1809.5782470703125,303352,-24.58640480041504,-26.102538151641888
42,0.02458483725786209,224773177715.35297,10001,0.0,-26.072943745566693,1809.740234375,319318,-24.584836959838867,-26.097528582824555
44,0.02460472658276558,219391470361.83545,10501,0.0,-26.053849951698183,1810.002197265625,335284,-24.604724884033203,-26.07845467828095
46,0.024619409814476967,206788931041.96448,11001,0.0,-25.991249659506316,1810.17626953125,351250,-24.619409561157227,-26.015869069320793
48,0.024641072377562523,232624853014.84286,11501,0.0,-26.10200424611196,1810.3848876953125,367216,-24.641071319580078,-26.126645318489523
51,0.024663932621479034,228687315686.3863,12001,0.0,-26.08341841265767,1810.591552734375,383165,-24.663930892944336,-26.10808234527915
53,0.024670634418725967,227414488290.11658,12501,0.0,-26.044527678283433,1810.7281494140625,399131,-24.67063331604004,-26.06919831270216
55,0.024726517498493195,28494551707.84961,13001,0.0,-22.415126008299964,1811.27587890625,415097,-24.726516723632812,-22.439852525798457
57,0.024771615862846375,249089799087.57422,13501,0.0,-26.181815641693035,1811.4136962890625,431063,-24.77161407470703,-26.20658725755588
59,0.02480296418070793,236254222913.3832,14001,0.0,-26.116929298732753,1811.724365234375,447029,-24.802963256835938,-26.14173226291346
61,0.02489362098276615,242834812863.10046,14501,0.0,-26.166432860013074,1812.072265625,462995,-24.893619537353516,-26.19132648099584
63,0.02497137524187565,157734678007.7898,15001,0.0,-25.703854835288574,1812.641357421875,478961,-24.97137451171875,-25.72882621053045
65,0.024599215015769005,215227463786.4405,15501,0.0,-25.952947710665523,1812.795166015625,494927,-24.599214553833008,-25.977546925681292
68,0.02465600147843361,245894021154.79175,16001,0.0,-26.184415585642757,1812.6573486328125,510876,-24.6560001373291,-26.20907158712119
70,0.024657156318426132,221607178093.7585,16501,0.0,-26.027394442555163,1812.53125,526842,-24.657155990600586,-26.05205159887359
