mean/disc/n_generated,mean/disc/disc_entropy,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc,mean/disc/n_expert,mean/disc/disc_loss,mean/disc/disc_acc_gen,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_true,mean/disc/global_step
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102251.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102252.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102253.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102254.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102255.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102256.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102257.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102258.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102259.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102260.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102261.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102262.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102263.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102264.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102265.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102266.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102267.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102268.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102269.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102270.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102271.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102272.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102273.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102274.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102275.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102276.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102277.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102278.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102279.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102280.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102281.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102282.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102283.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102284.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102285.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102286.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102287.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102288.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102289.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102290.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102291.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102292.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102293.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102294.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102295.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102296.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102297.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102298.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102299.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102300.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102301.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102302.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102303.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102304.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102305.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102306.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102307.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102308.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102309.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102310.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102311.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102312.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102313.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102314.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102315.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102316.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102317.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102318.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102319.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102320.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102321.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102322.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102323.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102324.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102325.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102326.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102327.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102328.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102329.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102330.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102331.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102332.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102333.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102334.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102335.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102336.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102337.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102338.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102339.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102340.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102341.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102342.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102343.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102344.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102345.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102346.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102347.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102348.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102349.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102350.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102351.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102352.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102353.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102354.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102355.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102356.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102357.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102358.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102359.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102360.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102361.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102362.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102363.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102364.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102365.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102366.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102367.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102368.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102369.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102370.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102371.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102372.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102373.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102374.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102375.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102376.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102377.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102378.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102379.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102380.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102381.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102382.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102383.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102384.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102385.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102386.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102387.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102388.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102389.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102390.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102391.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102392.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102393.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102394.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102395.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102396.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102397.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102398.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102399.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102400.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102401.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102402.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102403.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102404.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102405.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102406.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102407.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102408.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102409.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102410.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102411.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102412.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102413.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102414.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102415.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102416.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102417.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102418.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102419.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102420.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102421.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102422.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102423.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102424.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102425.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102426.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102427.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102428.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102429.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102430.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102431.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102432.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102433.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102434.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102435.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102436.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102437.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102438.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102439.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102440.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102441.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102442.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102443.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102444.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102445.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102446.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102447.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102448.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102449.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102450.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102451.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102452.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102453.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102454.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102455.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102456.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102457.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,102458.0
