raw/disc/disc_loss,raw/disc/disc_proportion_expert_true,raw/disc/n_expert,raw/disc/disc_acc_expert,raw/disc/n_generated,raw/disc/disc_entropy,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_pred,raw/disc/disc_acc,raw/disc/global_step
0.001871955581009388,0.5,32.0,1.0,32.0,0.012238428927958012,1.0,0.5,1.0,177
0.0020021789241582155,0.5,32.0,1.0,32.0,0.01298853661864996,1.0,0.5,1.0,177
