mean/disc/n_generated,mean/disc/disc_entropy,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc,mean/disc/n_expert,mean/disc/disc_loss,mean/disc/disc_acc_gen,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_true,mean/disc/global_step
32.0,0.0003591102795326151,0.5,1.0,32.0,4.121992060390767e-05,1.0,1.0,0.5,2046.0
32.0,0.0004971925372956321,0.5,1.0,32.0,5.951973616902251e-05,1.0,1.0,0.5,2047.0
32.0,0.0007747229828964919,0.5,1.0,32.0,9.489048898103647e-05,1.0,1.0,0.5,2048.0
32.0,0.0004426964442245662,0.5,1.0,32.0,5.237951017988962e-05,1.0,1.0,0.5,2049.0
32.0,0.0004341114399721846,0.5,1.0,32.0,4.954775795340538e-05,1.0,1.0,0.5,2050.0
32.0,0.0048995838151313365,0.5,1.0,32.0,0.0023690198286203668,1.0,1.0,0.5,2051.0
32.0,0.0005454209313029423,0.5,1.0,32.0,6.485052654170431e-05,1.0,1.0,0.5,2052.0
32.0,0.004717206582427025,0.5,1.0,32.0,0.0013352310052141547,1.0,1.0,0.5,2053.0
32.0,0.0005919057875871658,0.5,1.0,32.0,7.116699271136895e-05,1.0,1.0,0.5,2054.0
32.0,0.0010729744099080563,0.5,1.0,32.0,0.0001390318138874136,1.0,1.0,0.5,2055.0
32.0,0.0010612270853016526,0.5,1.0,32.0,0.00014158226986182854,1.0,1.0,0.5,2056.0
32.0,0.0013137547066435218,0.5,1.0,32.0,0.00017958747412194498,1.0,1.0,0.5,2057.0
32.0,0.0012942447210662067,0.5,1.0,32.0,0.0001782894651114475,1.0,1.0,0.5,2058.0
32.0,0.0009026637999340892,0.5,1.0,32.0,0.00012762642654706724,1.0,1.0,0.5,2059.0
32.0,0.0011967454920522869,0.5,1.0,32.0,0.00017262819164898247,1.0,1.0,0.5,2060.0
32.0,0.0012423273001331836,0.5,1.0,32.0,0.00017544793809065595,1.0,1.0,0.5,2061.0
32.0,0.0013921447098255157,0.5,1.0,32.0,0.00018979361630044878,1.0,1.0,0.5,2062.0
32.0,0.0014075770159251988,0.5,1.0,32.0,0.00019320299179526046,1.0,1.0,0.5,2063.0
32.0,0.0010926176328212023,0.5,1.0,32.0,0.00014660902525065467,1.0,1.0,0.5,2064.0
32.0,0.0010024564689956605,0.5,1.0,32.0,0.0001257424519280903,1.0,1.0,0.5,2065.0
32.0,0.000568431249121204,0.5,1.0,32.0,6.711211062793154e-05,1.0,1.0,0.5,2066.0
32.0,0.0006329889001790434,0.5,1.0,32.0,7.758754145470448e-05,1.0,1.0,0.5,2067.0
32.0,0.0009494692785665393,0.5,1.0,32.0,0.00011725480726454407,1.0,1.0,0.5,2068.0
32.0,0.0005144731694599614,0.5,1.0,32.0,6.167883475427516e-05,1.0,1.0,0.5,2069.0
32.0,0.0005075125664006919,0.5,1.0,32.0,6.181733624543995e-05,1.0,1.0,0.5,2070.0
32.0,0.0005680944595951587,0.5,1.0,32.0,6.693595059914514e-05,1.0,1.0,0.5,2071.0
