raw/disc/disc_proportion_expert_pred,raw/disc/global_step,raw/disc/disc_acc,raw/disc/n_generated,raw/disc/n_expert,raw/disc/disc_loss,raw/disc/disc_entropy,raw/disc/disc_acc_expert,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_true
0.5,13089,1.0,32.0,32.0,2.7753361564464285e-07,3.7644053918484133e-06,1.0,1.0,0.5
0.5,13089,1.0,32.0,32.0,3.129239303234499e-07,4.366039775050012e-06,1.0,1.0,0.5
0.5,13090,1.0,32.0,32.0,2.8498436677182326e-07,4.040076873934595e-06,1.0,1.0,0.5
0.5,13090,1.0,32.0,32.0,6.891780657269919e-08,1.037493348121643e-06,1.0,1.0,0.5
0.5,13091,1.0,32.0,32.0,8.940685347624822e-08,1.2964009101779084e-06,1.0,1.0,0.5
0.5,13091,1.0,32.0,32.0,1.6204990060941782e-07,2.2482122403744143e-06,1.0,1.0,0.5
0.5,13092,1.0,32.0,32.0,2.21654417487116e-07,3.0677763334097108e-06,1.0,1.0,0.5
0.5,13092,1.0,32.0,32.0,1.2852237318838888e-07,1.842155825215741e-06,1.0,1.0,0.5
0.5,13093,1.0,32.0,32.0,1.0430800045924116e-07,1.490116005697928e-06,1.0,1.0,0.5
0.5,13093,1.0,32.0,32.0,1.1175857395073763e-07,1.616775875845633e-06,1.0,1.0,0.5
0.5,13094,1.0,32.0,32.0,2.0489075325258455e-07,2.9318034648895264e-06,1.0,1.0,0.5
0.5,13094,1.0,32.0,32.0,1.247970260465081e-07,1.7341224065603456e-06,1.0,1.0,0.5
0.5,13095,1.0,32.0,32.0,1.6950046699548693e-07,2.3748723378957948e-06,1.0,1.0,0.5
0.5,13095,1.0,32.0,32.0,2.421435567612207e-07,3.4449039958417416e-06,1.0,1.0,0.5
0.5,13096,1.0,32.0,32.0,2.1606636835258541e-07,2.913176558649866e-06,1.0,1.0,0.5
0.5,13096,1.0,32.0,32.0,1.1362124041625066e-07,1.6633421182632446e-06,1.0,1.0,0.5
0.5,13097,1.0,32.0,32.0,2.253797788398515e-07,3.1609085908712586e-06,1.0,1.0,0.5
0.5,13097,1.0,32.0,32.0,3.054731791962695e-07,4.090368292963831e-06,1.0,1.0,0.5
0.5,13098,1.0,32.0,32.0,2.440060598019045e-07,3.4626568776729982e-06,1.0,1.0,0.5
0.5,13098,1.0,32.0,32.0,2.4028082634686143e-07,3.3099199754360598e-06,1.0,1.0,0.5
