raw/disc/disc_proportion_expert_pred,raw/disc/global_step,raw/disc/disc_acc,raw/disc/n_generated,raw/disc/n_expert,raw/disc/disc_loss,raw/disc/disc_entropy,raw/disc/disc_acc_expert,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_true
0.5,97752,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97752,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97753,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97753,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97754,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97754,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97755,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97755,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97756,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97756,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97757,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97757,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97758,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97758,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97759,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97759,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97760,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97760,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97761,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97761,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97762,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97762,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97763,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97763,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97764,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97764,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97765,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97765,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97766,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97766,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97767,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97767,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97768,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97768,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97769,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97769,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97770,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97770,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97771,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97771,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97772,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97772,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97773,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97773,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97774,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97774,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97775,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97775,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97776,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97776,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97777,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97777,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97778,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97778,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97779,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97779,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97780,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97780,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97781,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97781,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97782,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97782,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97783,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97783,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97784,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97784,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97785,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97785,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
0.5,97786,1.0,32.0,32.0,0.0,0.0,1.0,1.0,0.5
