mean/disc/n_generated,mean/disc/disc_entropy,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc,mean/disc/n_expert,mean/disc/disc_loss,mean/disc/disc_acc_gen,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_true,mean/disc/global_step
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107977.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107978.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107979.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107980.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107981.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107982.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107983.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107984.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107985.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107986.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107987.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107988.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107989.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107990.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107991.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107992.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107993.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107994.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107995.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107996.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107997.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107998.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,107999.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108000.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108001.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108002.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108003.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108004.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108005.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108006.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108007.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108008.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108009.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108010.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108011.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108012.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108013.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108014.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108015.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108016.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108017.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108018.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108019.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108020.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108021.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108022.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108023.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108024.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108025.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108026.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108027.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108028.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108029.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108030.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108031.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108032.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108033.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108034.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108035.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108036.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108037.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108038.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108039.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108040.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108041.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108042.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108043.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108044.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108045.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108046.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108047.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108048.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108049.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108050.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108051.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108052.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108053.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108054.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108055.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108056.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108057.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108058.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108059.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108060.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108061.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108062.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108063.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108064.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108065.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108066.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108067.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108068.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108069.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108070.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108071.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108072.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108073.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108074.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108075.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108076.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108077.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108078.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108079.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108080.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108081.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108082.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108083.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108084.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108085.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108086.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108087.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108088.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108089.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108090.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,108091.0
