raw/disc/disc_acc_gen,raw/disc/disc_loss,raw/disc/global_step,raw/disc/n_generated,raw/disc/disc_proportion_expert_true,raw/disc/disc_acc_expert,raw/disc/disc_acc,raw/disc/disc_entropy,raw/disc/n_expert,raw/disc/disc_proportion_expert_pred
1.0,2.5446072413615184e-06,103887,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-2.3220345610752702e-05,103887,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,8.118273399304599e-06,103888,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-5.233733645582106e-06,103888,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.7574531739228405e-05,103889,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,6.885567927383818e-06,103889,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.6326261174981482e-05,103890,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.171381200038013e-06,103890,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-2.672347818588605e-06,103891,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.636762317502871e-05,103891,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,4.1938424146792386e-06,103892,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,4.38978986494476e-08,103892,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.8507804270484485e-05,103893,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.5257951417879667e-06,103893,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-2.2329238618112868e-06,103894,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-5.430586043075891e-06,103894,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-6.933778877282748e-06,103895,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,3.1511817724094726e-06,103895,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,6.562921726072091e-07,103896,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.0912053767242469e-05,103896,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-6.631362339248881e-06,103897,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.5004819942987524e-05,103897,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.620476905372925e-05,103898,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,8.047209121286869e-08,103898,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.7461166862631217e-05,103899,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,6.160897100926377e-06,103899,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-5.040883024776122e-06,103900,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,3.8867710827616975e-06,103900,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,2.1519281290238723e-06,103901,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.790539317880757e-05,103901,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.0547778401814867e-05,103902,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-8.488533239869867e-06,103902,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-2.000879612751305e-05,103903,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-2.601770029286854e-05,103903,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.4091989214648493e-05,103904,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-3.46534579875879e-06,103904,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.4201866179064382e-05,103905,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-3.702243702718988e-07,103905,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.1582918887143023e-05,103906,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.81076802618918e-06,103906,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.4050540812604595e-05,103907,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-3.4646982385311276e-06,103907,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.2673433957388625e-05,103908,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-9.430840691493358e-06,103908,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.3622980077343527e-06,103909,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,6.568498065462336e-06,103909,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-4.16885040976922e-06,103910,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.1165496289322618e-05,103910,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-9.677853086031973e-06,103911,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,8.936286576499697e-06,103911,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.0968153219437227e-05,103912,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,3.304567508166656e-05,103912,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-3.832315087493043e-06,103913,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-2.9435950636980124e-06,103913,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-6.584174116142094e-06,103914,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-5.8523246480035596e-06,103914,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,4.4242124204174615e-06,103915,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.5607336536049843e-05,103915,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,6.845622010587249e-06,103916,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.3695809684577398e-05,103916,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-7.194068530225195e-06,103917,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.948701719811652e-05,103917,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-2.486013272573473e-06,103918,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-3.2558500606683083e-07,103918,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,7.816049219400156e-06,103919,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-4.3439222281449474e-06,103919,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-7.93654726294335e-06,103920,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-1.1371803338988684e-05,103920,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-7.700336936977692e-06,103921,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-2.333963493583724e-06,103921,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,6.433191174437525e-06,103922,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,-6.640878837060882e-06,103922,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,9.098042937694117e-06,103923,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,1.77830588654615e-05,103923,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,2.5102194740611594e-06,103924,32.0,0.5,1.0,1.0,0.0,32.0,0.5
1.0,7.92765240476001e-06,103924,32.0,0.5,1.0,1.0,0.0,32.0,0.5
