mean/disc/n_generated,mean/disc/disc_entropy,mean/disc/disc_proportion_expert_pred,mean/disc/disc_acc,mean/disc/n_expert,mean/disc/disc_loss,mean/disc/disc_acc_gen,mean/disc/disc_acc_expert,mean/disc/disc_proportion_expert_true,mean/disc/global_step
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101842.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101843.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101844.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101845.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101846.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101847.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101848.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101849.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101850.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101851.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101852.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101853.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101854.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101855.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101856.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101857.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101858.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101859.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101860.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101861.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101862.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101863.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101864.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101865.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101866.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101867.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101868.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101869.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101870.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101871.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101872.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101873.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101874.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101875.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101876.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101877.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101878.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101879.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101880.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101881.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101882.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101883.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101884.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101885.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101886.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101887.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101888.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101889.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101890.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101891.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101892.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101893.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101894.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101895.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101896.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101897.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101898.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101899.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101900.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101901.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101902.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101903.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101904.0
32.0,0.0,0.5,1.0,32.0,0.0,1.0,1.0,0.5,101905.0
