raw/disc/disc_loss,raw/disc/disc_proportion_expert_true,raw/disc/n_expert,raw/disc/disc_acc_expert,raw/disc/n_generated,raw/disc/disc_entropy,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_pred,raw/disc/disc_acc,raw/disc/global_step
0.010931508615612984,0.5,32.0,1.0,32.0,0.054402709007263184,1.0,0.5,1.0,82
0.01181773841381073,0.5,32.0,1.0,32.0,0.057516418397426605,1.0,0.5,1.0,82
