bc/epoch_num,bc/ent_loss,bc/prob_true_act,bc/batch_num,bc/l2_loss,bc/loss,bc/l2_norm,bc/samples_so_far,bc/entropy,bc/neglogp
0,0.02138904109597206,9814335339.894009,1,0.0,-22.948237434113526,181.7810516357422,32,-21.389039993286133,-22.9696264752095
2,0.02143291011452675,9554839442.48766,501,0.0,-22.890255116874144,182.04891967773438,15998,-21.43290901184082,-22.91168802698867
4,0.02146601676940918,9490624083.412838,1001,0.0,-22.886117813179744,182.22303771972656,31964,-21.466014862060547,-22.907583829949154
6,0.02148803137242794,10936535181.583971,1501,0.0,-23.069012614391934,182.32064819335938,47930,-21.48802947998047,-23.09050064576436
8,0.021500570699572563,9952767207.382061,2001,0.0,-22.938211299262086,182.3975372314453,63896,-21.50057029724121,-22.95971186996166
10,0.021502923220396042,9627256719.171816,2501,0.0,-22.901427578100606,182.5074920654297,79862,-21.50292205810547,-22.922930501321
12,0.02150547504425049,9787775565.000164,3001,0.0,-22.919871552072486,182.5677032470703,95828,-21.505474090576172,-22.941377027116737
14,0.02150665782392025,9807746802.064995,3501,0.0,-21.882824999655554,182.66787719726562,111794,-21.506656646728516,-21.904331657479474
17,0.02150379680097103,10229739820.542522,4001,0.0,-22.964594934972556,182.62908935546875,127743,-21.503795623779297,-22.986098731773527
19,0.02149556763470173,30995036.197732918,4501,0.0,-13.62860289655321,182.63787841796875,143709,-21.495567321777344,-13.650098464187911
21,0.021495960652828217,4591526215.556873,5001,0.0,-22.127818326901185,182.5635986328125,159675,-21.495960235595703,-22.149314287554013
23,0.021488593891263008,8556419805.127502,5501,0.0,-22.81224019463749,182.28639221191406,175641,-21.48859214782715,-22.833728788528752
25,0.021495675668120384,334499714.004051,6001,0.0,-17.607672225896234,182.50587463378906,191607,-21.49567413330078,-17.629167901564355
27,0.021487269550561905,3030056102.3089986,6501,0.0,-21.680509105227152,182.41268920898438,207573,-21.487268447875977,-21.701996374777714
29,0.021491875872015953,9112515178.209927,7001,0.0,-22.88180714033731,182.29791259765625,223539,-21.49187469482422,-22.903299016209324
31,0.021161511540412903,7508386938.4645,7501,0.0,-22.6808342971225,180.08628845214844,239505,-21.161510467529297,-22.701995808662915
